trade_id,ticker,quarter,fundamental_information_date,quarter_revenue,quarter_operating_income,prior_year_quarter_revenue,prior_year_quarter_operating_income,revenue_yoy_pct,operating_income_yoy_pct,previous_quarter,previous_quarter_revenue_declined_yoy,previous_quarter_operating_income_declined_yoy,exit_a_evaluable,exit_a_triggered,exit_b_evaluable,exit_b_triggered,exit_c_evaluable,exit_c_triggered,fundamental_primary_trigger,proposed_execution_date,fundamental_exit_accelerated,all_flags,selected_source_receipt_dates,isu_cd,market,source_readiness,evaluation_error,future_filing_used
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q2,2023-08-14,12146829000000,298709000000,13576705000000.0,1339877000000.0,-10.531834,-77.706237,2023Q1,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-08-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-08-14,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q2,2023-09-26,12146829000000,298709000000,13576705000000.0,1339877000000.0,-10.531834,-77.706237,2023Q1,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-09-27,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-09-26,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q3,2023-11-14,11939271000000,382281000000,14729014000000.0,1218558000000.0,-18.94046,-68.628412,2023Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q3,2023-12-29,11939271000000,382281000000,14729014000000.0,1218558000000.0,-18.94046,-68.628412,2023Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-01-02,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-12-29,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2022Q4,2024-03-20,10895224000000,-841773000000,,,,,2022Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-21,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-20,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2022Q4,2024-03-28,10895224000000,-841773000000,,,,,2022Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-29,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-28,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2022Q4,2024-04-30,10895224000000,-841773000000,,,,,2022Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-02,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-04-30,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2024Q1,2024-05-14,12435370000000,235771000000,14246989000000.0,1332825000000.0,-12.715803,-82.310431,2023Q4,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-14,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2024Q1,2024-06-28,12435370000000,235771000000,14246989000000.0,1332825000000.0,-12.715803,-82.310431,2023Q4,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-07-01,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-06-28,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2024Q1,2024-07-03,12435370000000,235771000000,14246989000000.0,1332825000000.0,-12.715803,-82.310431,2023Q4,False,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-07-04,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-07-03,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q3,2024-11-13,11919663000000,382281000000,14729014000000.0,1218558000000.0,-19.073585,-68.628412,2023Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-14,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-12-29|2024-11-13,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q3,2024-11-14,11919663000000,382281000000,14729014000000.0,1218558000000.0,-19.073585,-68.628412,2023Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-12-29|2024-11-14,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2023Q3,2024-12-31,11919663000000,382281000000,14729014000000.0,1218558000000.0,-19.073585,-68.628412,2023Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2025-01-02,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-12-29|2024-12-31,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2024Q1,2025-05-14,12435370000000,235771000000,14246989000000.0,1332825000000.0,-12.715803,-82.310431,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-05-15,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-07-03|2025-05-14,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_000880_KR7000880005_KOSPI_01,000880,2024Q1,2025-05-30,12435370000000,235771000000,14246989000000.0,1332825000000.0,-12.715803,-82.310431,2023Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2025-06-02,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-07-03|2025-05-30,KR7000880005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001040_KR7001040005_KOSPI_01,001040,2023Q3,2023-11-14,10619027201000,637467872000,10891501269000.0,640046133000.0,-2.501713,-0.402824,2023Q2,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-15,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14,KR7001040005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001040_KR7001040005_KOSPI_01,001040,2023Q3,2024-11-14,10619027201000,637467872000,10891501269000.0,640046133000.0,-2.501713,-0.402824,2023Q2,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-11-15,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14|2024-11-14,KR7001040005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001120_KR7001120005_KOSPI_01,001120,2025Q3,2025-11-14,4507745768995,64790829323,4560282839728.0,154673581292.0,-1.152057,-58.11125,2025Q2,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-17,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-14,KR7001120005,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2022Q3,2022-11-14,60309607298,6713573440,70264793872.0,13146726728.0,-14.1681,-48.933498,2022Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2022-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-11-14,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2022Q3,2023-11-14,60309607298,6713573440,70264793872.0,13146726728.0,-14.1681,-48.933498,2022Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-11-14|2023-11-14,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2023Q4,2024-03-14,63369668279,-430328653,67672378632.0,4645659964.0,-6.358149,-109.263025,2023Q3,False,False,True,True,True,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-15,False,FUNDAMENTAL_A_OPERATING_LOSS,2024-03-14,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2023Q4,2025-03-13,63369668279,-430328653,,,,,2023Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-14,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-13,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2024Q4,2025-03-13,70345797640,-1799234317,63369668279.0,-430328653.0,11.008625,318.107022,2024Q3,False,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-14,False,FUNDAMENTAL_A_OPERATING_LOSS,2025-03-13,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2024Q4,2026-03-19,70345797640,-1799234317,,,,,2024Q3,False,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-20,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-19,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,001820,2025Q4,2026-03-19,70787241181,-173544653,70345797640.0,-1799234317.0,0.627534,-90.354527,2025Q3,True,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-20,False,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-19,KR7001820000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002100_KR7002100006_KOSPI_01,002100,2020Q3,2021-11-15,34279030186,-5920092698,30653495733.0,-8504314356.0,11.827475,-30.387184,2020Q2,False,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-16,False,FUNDAMENTAL_A_OPERATING_LOSS,2020-11-16|2021-11-15,KR7002100006,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002100_KR7002100006_KOSPI_01,002100,2021Q3,2021-11-15,40512355465,-2838032700,34279030186.0,-5920092698.0,18.184077,-52.061009,2021Q2,False,True,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-16,False,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-15,KR7002100006,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002100_KR7002100006_KOSPI_01,002100,2020Q4,2022-03-22,28576242414,-8987692244,,,,,2020Q3,False,False,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-23,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-22,KR7002100006,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002100_KR7002100006_KOSPI_01,002100,2021Q4,2022-03-22,35202375459,-10060258226,28576242414.0,-8987692244.0,23.187559,11.93372,2021Q3,False,False,True,True,False,False,True,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-23,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-22,KR7002100006,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2020Q2,2021-08-17,1180783153442,36239786959,1568873010461.0,110409475603.0,-24.736856,-67.176923,2020Q1,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-18,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2020-08-14|2021-08-17,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2020Q3,2021-11-15,1208563755384,61014183114,1570422412168.0,120502745404.0,-23.042123,-49.366977,2020Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2021-11-16,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2020-11-16|2021-11-15,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2020Q2,2022-03-16,1180783153442,36239786959,1568873010461.0,110409475603.0,-24.736856,-67.176923,2020Q1,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2022-03-17,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2020-08-14|2022-03-16,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2020Q4,2022-03-16,1261401886651,-14502488947,,,,,2020Q3,True,True,True,True,False,False,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-17,False,FUNDAMENTAL_A_OPERATING_LOSS,2022-03-16,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2022Q2,2022-08-16,1026391134211,-10910022571,1303428935442.0,104557059495.0,-21.254538,-110.434515,2022Q1,True,True,True,True,True,True,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2022-08-17,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-08-16,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2022Q3,2022-11-14,1021790039947,32973932089,1214510992288.0,51670182833.0,-15.868193,-36.183829,2022Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2022-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-11-14,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2023Q1,2023-05-15,1009149916158,81630029524,1262837126554.0,171240377679.0,-20.088672,-52.330151,2022Q4,True,False,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-16,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-15,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2022Q2,2023-08-14,1026391134211,-10910022571,1303428935442.0,104557059495.0,-21.254538,-110.434515,2022Q1,True,True,True,True,True,True,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2023-08-16,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-08-16|2023-08-14,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2022Q3,2023-11-14,1021790039947,32973932089,1214510992288.0,51670182833.0,-15.868193,-36.183829,2022Q2,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-11-14|2023-11-14,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2023Q4,2024-03-07,1018005573258,29851529197,1183938505940.0,78596425204.0,-14.015334,-62.019228,2023Q3,True,True,True,False,True,True,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2024-03-08,False,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-07,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,002790,2023Q1,2024-05-16,1009149916158,81630029524,1262837126554.0,171240377679.0,-20.088672,-52.330151,2022Q4,,,True,False,True,True,False,False,FUNDAMENTAL_B_SHARP_DECLINE,2024-05-17,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-15|2024-05-16,KR7002790004,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002810_KR7002810000_KOSPI_01,002810,2024Q4,2025-03-18,120638746142,3408766937,124257725237.0,4151534132.0,-2.912478,-17.891391,2024Q3,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-03-19,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-03-18,KR7002810000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002810_KR7002810000_KOSPI_01,002810,2025Q3,2025-11-14,110362135331,3300940936,114080484217.0,3648684850.0,-3.259408,-9.530665,2025Q2,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-17,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-14,KR7002810000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002810_KR7002810000_KOSPI_01,002810,2025Q4,2026-03-18,100549769921,-1037268165,120638746142.0,3408766937.0,-16.652176,-130.429425,2025Q3,True,True,True,True,True,True,True,True,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-19,False,FUNDAMENTAL_A_OPERATING_LOSS|FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2026-03-18,KR7002810000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002810_KR7002810000_KOSPI_01,002810,2026Q1,2026-05-15,109421102618,4512499011,115976016245.0,5265807912.0,-5.651956,-14.305666,2025Q4,True,True,True,False,True,False,True,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2026-05-18,False,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2026-05-15,KR7002810000,KOSPI,READY,False,False
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002840_KR7002840007_KOSPI_01,002840,2023Q2,2023-08-11,101822321898,17254871228,116954278574.0,22220570107.0,-12.938352,-22.347306,2023Q1,False,True,True,False,True,True,True,False,FUNDAMENTAL_B_SHARP_DECLINE,2023-08-14,True,FUNDAMENTAL_B_SHARP_DECLINE,2023-08-11,KR7002840007,KOSPI,READY,False,False
