feature_a,timeframe_a,feature_b,timeframe_b,spearman_corr,abs_corr,semantic_overlap,recommended_action,notes
drawdown_from_12m_high,MONTHLY,post_breakout_min_low_vs_level_pct_26w,WEEKLY,0.7543859649122807,0.7543859649122807,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,MODERATE_REDUNDANCY_REVIEWED,"selection=SECONDARY/CONDITIONAL; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,wma52_slope_1w,WEEKLY,0.7530637657431588,0.7530637657431588,MA_OR_PRICE_LOCATION,MODERATE_REDUNDANCY_REVIEWED,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,close_vs_wma200_pct,WEEKLY,0.7357769072111684,0.7357769072111684,MA_OR_PRICE_LOCATION,MODERATE_REDUNDANCY_REVIEWED,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,close_vs_dma200_pct,DAILY,0.7268292682926829,0.7268292682926829,MA_OR_PRICE_LOCATION,MODERATE_REDUNDANCY_REVIEWED,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,close_vs_wma200_pct,WEEKLY,-0.7196499527317117,0.7196499527317117,MA_OR_PRICE_LOCATION,MODERATE_REDUNDANCY_REVIEWED,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,close_vs_dma200_pct,DAILY,0.7157598499061913,0.7157598499061913,MA_OR_PRICE_LOCATION,MODERATE_REDUNDANCY_REVIEWED,"selection=DROP/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,close_vs_wma200_pct,WEEKLY,0.6827463149709656,0.6827463149709656,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
close_vs_wma200_pct,WEEKLY,close_vs_dma200_pct,DAILY,0.6774193548387096,0.6774193548387096,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,close_vs_dma200_pct,DAILY,0.6744183057709981,0.6744183057709981,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,wma52_slope_1w,WEEKLY,0.6688813217177884,0.6688813217177884,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,close_vs_dma200_pct,DAILY,0.6688555347091932,0.6688555347091932,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,wma52_slope_1w,WEEKLY,-0.6636562922307861,0.6636562922307861,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/SECONDARY; correlation is evidence, not an automatic drop rule"
rolling_low_4w_change,WEEKLY,close_vs_dma200_pct,DAILY,0.6450281425891182,0.6450281425891182,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,wma12_vs_wma26_pct,WEEKLY,0.6318949343339587,0.6318949343339587,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/SECONDARY; correlation is evidence, not an automatic drop rule"
wma12_vs_wma26_pct,WEEKLY,dma20_vs_dma60_pct,DAILY,0.6309568480300187,0.6309568480300187,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
close_vs_wma200_pct,WEEKLY,dma20_vs_dma60_pct,DAILY,0.6195773081201335,0.6195773081201335,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
distance_to_prior_26w_high_pct,WEEKLY,close_vs_dma200_pct,DAILY,0.6155722326454034,0.6155722326454034,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.6136960600375234,0.6136960600375234,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,wma12_vs_wma26_pct,WEEKLY,0.6061913696060037,0.6061913696060037,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/SECONDARY; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,wma52_slope_1w,WEEKLY,0.6031894934333959,0.6031894934333959,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,wma12_vs_wma26_pct,WEEKLY,0.593763655215607,0.593763655215607,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,close_vs_dma200_pct,DAILY,0.5924953095684803,0.5924953095684803,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,wma52_slope_1w,WEEKLY,0.575797373358349,0.575797373358349,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/SECONDARY; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,dma20_vs_dma60_pct,DAILY,0.5722326454033771,0.5722326454033771,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,close_vs_dma200_pct,DAILY,-0.5605308018669427,0.5605308018669427,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,post_breakout_min_low_vs_level_pct_26w,WEEKLY,0.5596491228070175,0.5596491228070175,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/CONDITIONAL; correlation is evidence, not an automatic drop rule"
higher_weekly_low_count_13w,WEEKLY,dma20_vs_dma60_pct,DAILY,0.5460338222470773,0.5460338222470773,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
wma52_slope_1w,WEEKLY,dma20_vs_dma60_pct,DAILY,0.5431519699812383,0.5431519699812383,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,wma12_vs_wma26_pct,WEEKLY,0.5309568480300187,0.5309568480300187,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,close_vs_wma200_pct,WEEKLY,0.5239154616240267,0.5239154616240267,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,dma20_vs_dma60_pct,DAILY,0.5090056285178236,0.5090056285178236,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
distance_to_prior_26w_high_pct,WEEKLY,dma20_vs_dma60_pct,DAILY,0.5016885553470919,0.5016885553470919,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
distance_to_prior_26w_high_pct,WEEKLY,atr_14_pct,DAILY,-0.500187617260788,0.500187617260788,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/SECONDARY; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,dma20_vs_dma60_pct,DAILY,0.49080675422138836,0.49080675422138836,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,close_vs_wma200_pct,WEEKLY,0.48164627363737483,0.48164627363737483,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/PRIMARY; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,close_vs_dma200_pct,DAILY,0.4808423959336712,0.4808423959336712,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,higher_weekly_low_count_13w,WEEKLY,0.45418214086925807,0.45418214086925807,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/PRIMARY; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,rolling_low_4w_change,WEEKLY,0.45384615384615384,0.45384615384615384,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,rolling_low_4w_change,WEEKLY,0.449155722326454,0.449155722326454,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,wma12_vs_wma26_pct,WEEKLY,-0.44912863469345493,0.44912863469345493,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/SECONDARY; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,post_breakout_min_low_vs_level_pct_26w,WEEKLY,0.443859649122807,0.443859649122807,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/CONDITIONAL; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,rolling_low_4w_change,WEEKLY,0.42120075046904315,0.42120075046904315,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
distance_to_prior_26w_high_pct,WEEKLY,recent_5d_max_gap_abs_pct,DAILY,-0.4106941838649156,0.4106941838649156,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,dma20_vs_dma60_pct,DAILY,0.3962476547842402,0.3962476547842402,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,lower_wick_pct,DAILY,-0.38923026451187753,0.38923026451187753,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,dma20_vs_dma60_pct,DAILY,-0.3873865283778328,0.3873865283778328,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
post_breakout_min_low_vs_level_pct_26w,WEEKLY,gap_from_prev_close_pct,DAILY,0.3764809489240205,0.3764809489240205,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=CONDITIONAL/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.37410881801125706,0.37410881801125706,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,dma20_vs_dma60_pct,DAILY,0.3708391762190933,0.3708391762190933,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
post_breakout_min_low_vs_level_pct_26w,WEEKLY,atr_14_pct,DAILY,0.35789473684210527,0.35789473684210527,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=CONDITIONAL/SECONDARY; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,rolling_low_4w_change,WEEKLY,0.35647279549718575,0.35647279549718575,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,higher_weekly_low_count_13w,WEEKLY,0.3554343999927914,0.3554343999927914,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,-0.35532629751748657,0.35532629751748657,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,wma12_vs_wma26_pct,WEEKLY,0.35458768862147816,0.35458768862147816,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.35440900562851785,0.35440900562851785,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/PRIMARY; correlation is evidence, not an automatic drop rule"
post_breakout_min_low_vs_level_pct_26w,WEEKLY,lower_wick_pct,DAILY,-0.3492760318689048,0.3492760318689048,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=CONDITIONAL/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,lower_wick_pct,DAILY,-0.3428866273296969,0.3428866273296969,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,lower_wick_pct,DAILY,-0.33810216276230576,0.33810216276230576,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,higher_weekly_low_count_13w,WEEKLY,-0.3291804400212419,0.3291804400212419,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,rolling_low_4w_change,WEEKLY,-0.32631036157563026,0.32631036157563026,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
range_position_24m,MONTHLY,higher_weekly_low_count_13w,WEEKLY,0.31022689883499094,0.31022689883499094,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,lower_wick_pct,DAILY,-0.2989528785709746,0.2989528785709746,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,atr_14_pct,DAILY,-0.29606003752345217,0.29606003752345217,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/SECONDARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,rolling_low_4w_change,WEEKLY,0.29324614940957716,0.29324614940957716,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
rolling_low_4w_change,WEEKLY,lower_wick_pct,DAILY,-0.2912894604264593,0.2912894604264593,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,higher_weekly_low_count_13w,WEEKLY,0.29085686421271145,0.29085686421271145,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,recent_5d_max_gap_abs_pct,DAILY,0.2882566750945072,0.2882566750945072,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/PRIMARY; correlation is evidence, not an automatic drop rule"
higher_weekly_low_count_13w,WEEKLY,close_vs_dma200_pct,DAILY,0.2838877826943233,0.2838877826943233,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.27668584793948675,0.27668584793948675,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,higher_daily_low_count_10d,DAILY,-0.274585887522722,0.274585887522722,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/HOLD; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,recent_5d_max_gap_abs_pct,DAILY,-0.2726078799249531,0.2726078799249531,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,lower_wick_pct,DAILY,-0.2628641121143121,0.2628641121143121,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,higher_weekly_low_count_13w,WEEKLY,0.26233759676104973,0.26233759676104973,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/PRIMARY; correlation is evidence, not an automatic drop rule"
close_vs_wma200_pct,WEEKLY,lower_wick_pct,DAILY,-0.25497830839724067,0.25497830839724067,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
post_breakout_min_low_vs_level_pct_26w,WEEKLY,recent_5d_max_gap_abs_pct,DAILY,0.24210526315789474,0.24210526315789474,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=CONDITIONAL/PRIMARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.23765854327353658,0.23765854327353658,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/PRIMARY; correlation is evidence, not an automatic drop rule"
wma52_slope_1w,WEEKLY,lower_wick_pct,DAILY,-0.22909142105037478,0.22909142105037478,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
monthly_down_month_ratio_12m,MONTHLY,lower_wick_pct,DAILY,0.2243845737659314,0.2243845737659314,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=PRIMARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,dma20_vs_dma60_pct,DAILY,0.22296044057259612,0.22296044057259612,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
recent_3m_return,MONTHLY,distance_to_prior_26w_high_pct,WEEKLY,0.22213883677298313,0.22213883677298313,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DIAGNOSTIC/PRIMARY; correlation is evidence, not an automatic drop rule"
higher_monthly_low_count_12m,MONTHLY,post_breakout_min_low_vs_level_pct_26w,WEEKLY,0.22122757160461273,0.22122757160461273,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/CONDITIONAL; correlation is evidence, not an automatic drop rule"
drawdown_from_12m_high,MONTHLY,gap_from_prev_close_pct,DAILY,0.22027916870475078,0.22027916870475078,TIMEFRAME_SPECIFIC_OR_REVIEW_REQUIRED,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
ma_alignment_score,MONTHLY,rolling_low_4w_change,WEEKLY,0.2202741702042516,0.2202741702042516,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=SECONDARY/DIAGNOSTIC; correlation is evidence, not an automatic drop rule"
close_vs_ma24_pct,MONTHLY,post_breakout_min_low_vs_level_pct_26w,WEEKLY,0.21403508771929824,0.21403508771929824,MA_OR_PRICE_LOCATION,RETAIN_DISTINCT_TIMEFRAME_SEMANTICS,"selection=DROP/CONDITIONAL; correlation is evidence, not an automatic drop rule"
