strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_execution_date,entry_open,entry_market_cap,entry_avg_trading_value_20d,entry_signal_close,entry_market_cap_pass,entry_trading_value_pass,entry_close_pass,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_state,first_progressed_date,first_progressed_effective_trading_date,lifecycle_class,loss_guard_triggered,loss_guard_signal_date,loss_guard_signal_close,loss_guard_return_at_signal,loss_guard_execution_date,loss_guard_execution_price,loss_guard_realized_return,exit_type,exit_signal_date,exit_execution_date,exit_price,terminal_return,mfe,mae,peak_giveback,holding_trading_days,holding_weeks,trade_status,cutoff_date,cutoff_valuation_price,mark_to_cutoff_return,entry_signal_information_date,entry_filter_raw_date,identity_effective_from,identity_effective_to,entry_fundamentals_gate_pass,entry_latest_fy,entry_annual_revenue,entry_annual_operating_income,entry_latest_quarter,entry_quarter_revenue,entry_quarter_operating_income,entry_revenue_yoy_pct,entry_operating_income_yoy_pct,entry_operating_income_growth_mode,fundamental_exit_triggered,fundamental_exit_primary_type,fundamental_exit_all_flags,fundamental_exit_signal_information_date,fundamental_exit_execution_date,fundamental_exit_accelerated,fundamental_exit_a,fundamental_exit_b,fundamental_exit_c,fundamental_exit_type,fundamental_exit_signal_date,primary_exit_source,counterfactual_loss_guard_triggered,counterfactual_loss_guard_signal_date,counterfactual_loss_guard_signal_close,counterfactual_loss_guard_return_at_signal,counterfactual_loss_guard_execution_date,counterfactual_loss_guard_execution_price
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,000990,KR7000990002,DB하이텍,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_000990_KR7000990002_KOSPI_01,1,2025-09-19,2025-09-22,57800.0,2592877539200.0,16466450942.5,58400.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2026-01-31,2026-01-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-28,2026-03-03,93600.0,61.94,96.37,-9.34,34.43,105,21.0,REALIZED,,,,2025-09-19,2025-09-19,2010-01-04,2026-08-21,True,2024,1131167709804.0,190838683363.0,2025Q2,337406491433.0,73842437551.0,13.076528,9.474114,YOY_PERCENT,False,,,,,False,False,False,False,,,FASTCORE,False,,,,,
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001040,KR7001040005,CJ,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001040_KR7001040005_KOSPI_01,1,2023-01-06,2023-01-09,81800.0,2357501438400.0,4412405600.0,80800.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,70.79,READY,2024-06-30,2024-06-28,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14,2023-11-15,90800.0,11.0,40.71,-26.28,29.71,210,42.0,REALIZED,,,,2023-01-06,2023-01-06,2010-01-04,2026-08-21,True,2021,34484026554000.0,1881800099000.0,2022Q3,10891501269000.0,640046133000.0,23.030654,28.637673,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14,2023-11-15,True,False,False,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2023-11-14,FUNDAMENTAL,True,2023-06-29,68500.0,-16.26,2023-06-30,68000.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001060,KR7001060003,JW중외제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001060_KR7001060003_KOSPI_01,1,2022-03-25,2022-03-28,27624.0,646491061150.0,16270432782.5,29150.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,70.99,READY,2023-09-30,2023-09-27,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-31,2023-11-01,25991.0,-5.91,86.4,-42.25,92.31,383,76.6,REALIZED,,,,2022-03-25,2022-03-25,2010-01-04,2026-08-21,True,2021,606584944778.0,31199849285.0,2021Q4,169469322945.0,12260370288.0,17.108287,179.895822,YOY_PERCENT,False,,,,,False,False,False,False,,,FASTCORE,True,2022-05-12,23433.0,-15.17,2022-05-13,23670.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001060,KR7001060003,JW중외제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001060_KR7001060003_KOSPI_02,2,2025-11-28,2025-12-01,26250.0,606598476500.0,2223031517.5,26050.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,0.57,49.52,-17.9,48.95,177,35.4,OPEN_AT_CUTOFF,2026-08-21,26400.0,0.57,2025-11-28,2025-11-28,2010-01-04,2026-08-21,True,2024,719375756340.0,82488136816.0,2025Q3,200016261055.0,32027857746.0,11.956683,20.680125,YOY_PERCENT,False,,,,,False,False,False,False,,,CUTOFF,True,2026-07-29,22000.0,-16.19,2026-07-30,21600.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001120,KR7001120005,LX인터내셔널,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001120_KR7001120005_KOSPI_01,1,2025-07-04,2025-07-07,30300.0,1176366000000.0,9672118500.0,30350.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.54,READY,2026-05-31,2026-05-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-14,2025-11-17,30800.0,1.65,14.03,-6.11,12.38,90,18.0,REALIZED,,,,2025-07-04,2025-07-04,2010-01-04,2026-08-21,True,2024,16637572685167.0,489185373375.0,2025Q1,4048339780466.0,116876130436.0,7.209761,5.571853,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-14,2025-11-17,True,False,False,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-11-14,FUNDAMENTAL,False,,,,,
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001130,KR7001130004,대한제분,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001130_KR7001130004_KOSPI_01,1,2022-04-01,2022-04-04,18500.0,308425000000.0,2215812600.0,182500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-38.54,8.92,-43.24,47.46,1057,211.4,OPEN_AT_CUTOFF,2026-08-21,11370.0,-38.54,2022-04-01,2022-04-01,2010-01-04,2026-08-21,True,2021,1111341734130.0,24960181509.0,2021Q4,314052785117.0,1292218701.0,26.958246,-136.282815,TURNAROUND_TO_PROFIT,False,,,,,False,False,False,False,,,CUTOFF,True,2022-06-14,15400.0,-16.76,2022-06-15,15400.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001390,KR7001390004,KG케미칼,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001390_KR7001390004_KOSPI_01,1,2025-11-28,2025-12-01,5500.0,374525648800.0,5857894711.25,5470.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-23.36,34.55,-35.09,57.91,177,35.4,OPEN_AT_CUTOFF,2026-08-21,4215.0,-23.36,2025-11-28,2025-11-28,2010-01-04,2026-08-21,True,2024,8863142439982.0,318801578803.0,2025Q3,2462627764021.0,90212045842.0,14.74176,1145.853735,YOY_PERCENT,False,,,,,False,False,False,False,,,CUTOFF,True,2026-03-04,4570.0,-16.91,2026-03-05,4810.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001440,KR7001440007,대한전선,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001440_KR7001440007_KOSPI_01,1,2024-05-03,2024-05-07,13190.0,2438730684000.0,190162498234.5,13080.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.74,READY,2025-11-30,2025-11-28,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-31,2026-02-02,28700.0,117.59,130.86,-24.18,13.27,424,84.8,REALIZED,,,,2024-05-03,2024-05-03,2010-01-04,2026-08-21,True,2023,2843980012000.0,79823888000.0,2023Q4,755635256000.0,20747130000.0,15.552762,5.645547,YOY_PERCENT,False,,,,,False,False,False,False,,,FASTCORE,True,2024-09-05,11000.0,-16.6,2024-09-06,11090.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001680_KR7001680008_KOSPI_01,1,2021-05-28,2021-05-31,29550.0,1023849138750.0,18780966430.0,29550.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-41.39,4.57,-46.26,45.96,1281,256.2,OPEN_AT_CUTOFF,2026-08-21,17320.0,-41.39,2021-05-28,2021-05-28,2010-01-04,2026-08-21,True,2020,3113203668119.0,174391508086.0,2021Q1,816645224781.0,54473007616.0,8.055519,9.321362,YOY_PERCENT,False,,,,,False,False,False,False,,,CUTOFF,True,2021-08-19,24500.0,-17.09,2021-08-20,24500.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001800,KR7001800002,오리온홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001800_KR7001800002_KOSPI_01,1,2022-08-19,2022-08-22,15450.0,971004041000.0,848038942.5,15500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2025-10-31,2025-10-31,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,65.05,93.85,-15.28,28.8,977,195.4,OPEN_AT_CUTOFF,2026-08-21,25500.0,65.05,2022-08-19,2022-08-19,2010-01-04,2026-08-21,True,2021,2415059149467.0,315697398867.0,2022Q2,633702260747.0,71659862523.0,25.500744,83.964362,YOY_PERCENT,False,,,,,False,False,False,False,,,CUTOFF,False,,,,,
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,001820,KR7001820000,삼화콘덴서,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001820_KR7001820000_KOSPI_01,1,2022-01-21,2022-01-24,65600.0,692307000000.0,43296456945.0,66600.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,71.49,READY,2026-05-31,2026-05-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_B_SHARP_DECLINE,2022-11-14,2022-11-15,35400.0,-46.04,2.9,-55.79,48.94,199,39.8,REALIZED,,,,2022-01-21,2022-01-21,2010-01-04,2026-08-21,True,2020,242514202405.0,27097501736.0,2021Q3,70264793872.0,13146726728.0,7.424849,45.166568,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2022-11-14,2022-11-15,True,False,True,True,FUNDAMENTAL_B_SHARP_DECLINE,2022-11-14,FUNDAMENTAL,True,2022-02-14,55700.0,-15.09,2022-02-15,56400.0
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01,002100,KR7002100006,경농,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002100_KR7002100006_KOSPI_01,1,2021-06-18,2021-06-21,17900.0,344573448750.0,3894731185.0,17650.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,81.55,READY,,,NEVER_PROGRESSED,False,,,,,,,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-15,2021-11-16,12300.0,-31.28,5.03,-31.84,36.31,101,20.2,REALIZED,,,,2021-06-18,2021-06-18,2010-01-04,2026-08-21,True,2020,248295523801.0,14281976627.0,2021Q1,110179355734.0,27062173791.0,5.099383,5.095194,YOY_PERCENT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-15,2021-11-16,True,True,False,False,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-15,FUNDAMENTAL,True,2021-07-21,14950.0,-16.48,2021-07-22,14950.0
