trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_source_isu_cd,control_lifecycle_event_type,control_unresolved_reason,control_lifecycle_evidence_id,control_terminal_reason,control_lifecycle_state,control_certification_class,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_lifecycle_state,candidate_certification_class,pair_certification_class,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source,candidate_source_isu_cd,candidate_lifecycle_event_type,candidate_unresolved_reason,candidate_lifecycle_evidence_id,trade_status,terminal_reason
000210_03,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_03,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2026-03-30,2026-03-27,58500.00000000,2026-06-09,nan,-21.20000000,48,False,2026-06-09,nan,-21.20000000,48,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000230_01,000230|KR7000230003|KOSPI|2010-01-04|2026-09-01|000230_01,000230,KR7000230003|KOSPI|2010-01-04|2026-09-01,2025-11-10,2025-11-07,13290.00000000,2026-03-03,nan,-13.17000000,75,False,2026-03-03,nan,-13.17000000,75,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000230003,,,,,,,,,,,,,,,,,,,KR7000230003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000240_01,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_01,000240,KR7000240002|KOSPI|2010-01-04|2026-09-01,2023-12-04,2023-12-01,15710.00000000,2025-12-01,nan,90.01000000,484,False,2025-12-01,nan,90.01000000,484,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000240002,,,,,,,,,,,,,,,,,,,KR7000240002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000270_01,000270|KR7000270009|KOSPI|2010-01-04|2026-09-01|000270_01,000270,KR7000270009|KOSPI|2010-01-04|2026-09-01,2023-04-03,2023-03-31,81500.00000000,2025-02-03,nan,22.94000000,446,False,2025-02-03,nan,22.94000000,446,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000270009,,,,,,,,,,,,,,,,,,,KR7000270009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000270_02,000270|KR7000270009|KOSPI|2010-01-04|2026-09-01|000270_02,000270,KR7000270009|KOSPI|2010-01-04|2026-09-01,2025-10-27,2025-10-24,115400.00000000,2026-06-01,nan,47.75000000,146,False,2026-06-01,nan,47.75000000,146,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000270009,,,,,,,,,,,,,,,,,,,KR7000270009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000320_01,000320|KR7000320002|KOSPI|2010-01-04|2026-09-01|000320_01,000320,KR7000320002|KOSPI|2010-01-04|2026-09-01,2023-09-04,2023-09-01,11570.00000000,2025-10-01,nan,123.85000000,506,False,2025-10-01,nan,123.85000000,506,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000320002,,,,,,,,,,,,,,,,,,,KR7000320002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000370_01,000370|KR7000370007|KOSPI|2010-01-04|2026-09-01|000370_01,000370,KR7000370007|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,5510.00000000,2026-08-31,nan,52.63000000,297,True,2026-08-31,nan,52.63000000,297,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7000370007,,,,,,,,,,,,,,,,,,,KR7000370007,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
000400_01,000400|KR7000400002|KOSPI|2010-01-04|2026-09-01|000400_01,000400,KR7000400002|KOSPI|2010-01-04|2026-09-01,2022-04-11,2022-04-08,2060.00000000,2022-06-14,nan,-17.23000000,44,False,2022-06-14,nan,-17.23000000,44,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000400002,,,,,,,,,,,,,,,,,,,KR7000400002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000400_02,000400|KR7000400002|KOSPI|2010-01-04|2026-09-01|000400_02,000400,KR7000400002|KOSPI|2010-01-04|2026-09-01,2023-06-05,2023-06-02,1730.00000000,2024-04-01,nan,78.90000000,203,False,2024-04-01,nan,78.90000000,203,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000400002,,,,,,,,,,,,,,,,,,,KR7000400002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000430_01,000430|KR7000430009|KOSPI|2010-01-04|2026-09-01|000430_01,000430,KR7000430009|KOSPI|2010-01-04|2026-09-01,2023-05-15,2023-05-12,4795.00000000,2023-11-01,nan,8.45000000,115,False,2023-11-01,nan,8.45000000,115,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000430009,,,,,,,,,,,,,,,,,,,KR7000430009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000430_02,000430|KR7000430009|KOSPI|2010-01-04|2026-09-01|000430_02,000430,KR7000430009|KOSPI|2010-01-04|2026-09-01,2026-06-08,2026-06-05,4630.00000000,2026-06-25,nan,-15.12000000,14,False,2026-06-25,nan,-15.12000000,14,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000430009,,,,,,,,,,,,,,,,,,,KR7000430009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000440_01,000440|KR7000440008|KOSDAQ|2010-01-04|2026-09-01|000440_01,000440,KR7000440008|KOSDAQ|2010-01-04|2026-09-01,2026-02-23,2026-02-20,19160.00000000,2026-06-04,nan,-18.58000000,69,False,2026-06-04,nan,-18.58000000,69,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000440008,,,,,,,,,,,,,,,,,,,KR7000440008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000480_01,000480|KR7000480004|KOSPI|2010-01-04|2026-09-01|000480_01,000480,KR7000480004|KOSPI|2010-01-04|2026-09-01,2023-04-03,2023-03-31,9410.00000000,2023-09-12,nan,-16.47000000,86,False,2023-09-12,nan,-16.47000000,86,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000480004,,,,,,,,,,,,,,,,,,,KR7000480004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000490_01,000490|KR7000490003|KOSPI|2010-01-04|2026-09-01|000490_01,000490,KR7000490003|KOSPI|2010-01-04|2026-09-01,2025-02-17,2025-02-14,13280.00000000,2025-03-24,nan,-17.09000000,25,False,2025-03-24,nan,-17.09000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000490003,,,,,,,,,,,,,,,,,,,KR7000490003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000500_01,000500|KR7000500009|KOSPI|2010-01-04|2026-09-01|000500_01,000500,KR7000500009|KOSPI|2010-01-04|2026-09-01,2024-01-29,2024-01-26,13780.00000000,2024-06-03,nan,113.72000000,84,False,2024-06-03,nan,113.72000000,84,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000500009,,,,,,,,,,,,,,,,,,,KR7000500009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000520_01,000520|KR7000520007|KOSPI|2010-01-04|2026-09-01|000520_01,000520,KR7000520007|KOSPI|2010-01-04|2026-09-01,2024-03-25,2024-03-22,10650.00000000,2024-05-07,nan,-15.40000000,29,False,2024-05-07,nan,-15.40000000,29,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000520007,,,,,,,,,,,,,,,,,,,KR7000520007,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000540_01,000540|KR7000540005|KOSPI|2010-01-04|2026-09-01|000540_01,000540,KR7000540005|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,4500.00000000,2025-10-20,nan,-15.22000000,85,False,2025-10-20,nan,-15.22000000,85,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000540005,,,,,,,,,,,,,,,,,,,KR7000540005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000590_01,000590|KR7000590000|KOSPI|2010-01-04|2026-09-01|000590_01,000590,KR7000590000|KOSPI|2010-01-04|2026-09-01,2022-03-28,2022-03-25,71300.00000000,2022-06-21,nan,-18.37000000,59,False,2022-06-21,nan,-18.37000000,59,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000590000,,,,,,,,,,,,,,,,,,,KR7000590000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000590_02,000590|KR7000590000|KOSPI|2010-01-04|2026-09-01|000590_02,000590,KR7000590000|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,68000.00000000,2026-08-31,nan,-0.29000000,624,True,2026-08-31,nan,-0.29000000,624,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7000590000,,,,,,,,,,,,,,,,,,,KR7000590000,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
000640_01,000640|KR7000640003|KOSPI|2010-01-04|2026-09-01|000640_01,000640,KR7000640003|KOSPI|2010-01-04|2026-09-01,2023-09-25,2023-09-22,90761.00000000,2026-06-24,nan,-15.93000000,665,False,2026-06-24,nan,-15.93000000,665,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000640003,,,,,,,,,,,,,,,,,,,KR7000640003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000660_01,000660|KR7000660001|KOSPI|2010-01-04|2026-09-01|000660_01,000660,KR7000660001|KOSPI|2010-01-04|2026-09-01,2022-03-07,2022-03-04,119000.00000000,2022-06-14,nan,-18.57000000,68,False,2022-06-14,nan,-18.57000000,68,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000660001,,,,,,,,,,,,,,,,,,,KR7000660001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000660_02,000660|KR7000660001|KOSPI|2010-01-04|2026-09-01|000660_02,000660,KR7000660001|KOSPI|2010-01-04|2026-09-01,2023-06-05,2023-06-02,110100.00000000,2024-05-02,nan,53.50000000,224,False,2024-05-02,nan,53.50000000,224,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000660001,,,,,,,,,,,,,,,,,,,KR7000660001,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000670_01,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_01,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2022-09-26,2022-09-23,68882.00000000,2022-10-21,nan,-15.32000000,18,False,2022-10-21,nan,-15.32000000,18,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000670000,,,,,,,,,,,,,,,,,,,KR7000670000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000670_02,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_02,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2022-11-14,2022-11-11,71144.00000000,2022-12-26,nan,-16.56000000,31,False,2022-12-26,nan,-16.56000000,31,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000670000,,,,,,,,,,,,,,,,,,,KR7000670000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000670_03,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_03,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2025-11-17,2025-11-14,55064.00000000,2026-01-05,nan,-17.37000000,33,False,2026-01-05,nan,-17.37000000,33,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000670000,,,,,,,,,,,,,,,,,,,KR7000670000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000670_04,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_04,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2026-02-02,2026-01-30,59700.00000000,2026-08-03,nan,-45.64000000,122,False,2026-07-14,nan,-38.36000000,109,False,True,7.28000000,REALIZED,REALIZED,SOFT_EXIT,KR7000670000,,,,,,,,,,,,,,,,,,,KR7000670000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000700_01,000700|KR7000700005|KOSPI|2010-01-04|2026-09-01|000700_01,000700,KR7000700005|KOSPI|2010-01-04|2026-09-01,2022-08-22,2022-08-19,6340.00000000,2024-04-17,nan,-15.30000000,408,False,2024-04-17,nan,-15.30000000,408,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000700005,,,,,,,,,,,,,,,,,,,KR7000700005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000700_02,000700|KR7000700005|KOSPI|2010-01-04|2026-09-01|000700_02,000700,KR7000700005|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,6070.00000000,2026-08-31,nan,8.73000000,297,True,2026-08-31,nan,8.73000000,297,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7000700005,,,,,,,,,,,,,,,,,,,KR7000700005,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
000720_01,000720|KR7000720003|KOSPI|2010-01-04|2026-09-01|000720_01,000720,KR7000720003|KOSPI|2010-01-04|2026-09-01,2025-03-10,2025-03-07,35650.00000000,2025-10-01,nan,52.88000000,142,False,2025-10-01,nan,52.88000000,142,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000720003,,,,,,,,,,,,,,,,,,,KR7000720003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000760_01,000760|KR7000760009|KOSPI|2010-01-04|2026-09-01|000760_01,000760,KR7000760009|KOSPI|2010-01-04|2026-09-01,2022-04-11,2022-04-08,18000.00000000,2022-06-23,nan,-16.39000000,51,False,2022-06-23,nan,-16.39000000,51,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000760009,,,,,,,,,,,,,,,,,,,KR7000760009,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000810_01,000810|KR7000810002|KOSPI|2010-01-04|2026-09-01|000810_01,000810,KR7000810002|KOSPI|2010-01-04|2026-09-01,2022-12-19,2022-12-16,212000.00000000,2024-07-01,nan,80.90000000,376,False,2024-07-01,nan,80.90000000,376,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000810002,,,,,,,,,,,,,,,,,,,KR7000810002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000850_01,000850|KR7000850008|KOSPI|2010-01-04|2026-09-01|000850_01,000850,KR7000850008|KOSPI|2010-01-04|2026-09-01,2022-06-07,2022-06-03,37350.00000000,2022-06-24,nan,-16.06000000,14,False,2022-06-24,nan,-16.06000000,14,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000850008,,,,,,,,,,,,,,,,,,,KR7000850008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000850_02,000850|KR7000850008|KOSPI|2010-01-04|2026-09-01|000850_02,000850,KR7000850008|KOSPI|2010-01-04|2026-09-01,2025-07-07,2025-07-04,32950.00000000,2026-08-31,nan,10.47000000,282,True,2026-08-31,nan,10.47000000,282,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7000850008,,,,,,,,,,,,,,,,,,,KR7000850008,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
000860_01,000860|KR7000860007|KOSPI|2010-01-04|2026-09-01|000860_01,000860,KR7000860007|KOSPI|2010-01-04|2026-09-01,2024-03-11,2024-03-08,11129.00000000,2026-08-31,nan,12.77000000,593,True,2026-08-31,nan,12.77000000,593,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,KR7000860007,,,,,,,,,,,,,,,,,,,KR7000860007,,,,CONTROL=OPEN_AT_CUTOFF;CANDIDATE=OPEN_AT_CUTOFF,CONTROL=nan;CANDIDATE=nan
000880_01,000880|KR7000880005|KOSPI|2010-01-04|2026-09-01|000880_01,000880,KR7000880005|KOSPI|2010-01-04|2026-09-01,2023-06-05,2023-06-02,37034.00000000,2023-08-18,nan,-17.02000000,53,False,2023-08-18,nan,-17.02000000,53,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000880005,,,,,,,,,,,,,,,,,,,KR7000880005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000880_02,000880|KR7000880005|KOSPI|2010-01-04|2026-09-01|000880_02,000880,KR7000880005|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,37334.00000000,2024-04-17,nan,-15.11000000,49,False,2024-04-17,nan,-15.11000000,49,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000880005,,,,,,,,,,,,,,,,,,,KR7000880005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000880_03,000880|KR7000880005|KOSPI|2010-01-04|2026-09-01|000880_03,000880,KR7000880005|KOSPI|2010-01-04|2026-09-01,2025-02-17,2025-02-14,50960.00000000,2025-07-01,nan,137.69000000,91,False,2025-07-01,nan,137.69000000,91,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000880005,,,,,,,,,,,,,,,,,,,KR7000880005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000990_01,000990|KR7000990002|KOSPI|2010-01-04|2026-09-01|000990_01,000990,KR7000990002|KOSPI|2010-01-04|2026-09-01,2025-09-22,2025-09-19,57800.00000000,2026-03-03,nan,61.94000000,105,False,2026-03-03,nan,61.94000000,105,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000990002,,,,,,,,,,,,,,,,,,,KR7000990002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
001040_01,001040|KR7001040005|KOSPI|2010-01-04|2026-09-01|001040_01,001040,KR7001040005|KOSPI|2010-01-04|2026-09-01,2023-01-09,2023-01-06,81800.00000000,2023-06-30,nan,-16.87000000,118,False,2023-06-30,nan,-16.87000000,118,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7001040005,,,,,,,,,,,,,,,,,,,KR7001040005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
001040_02,001040|KR7001040005|KOSPI|2010-01-04|2026-09-01|001040_02,001040,KR7001040005|KOSPI|2010-01-04|2026-09-01,2023-12-11,2023-12-08,99200.00000000,2024-08-01,nan,31.96000000,158,False,2024-08-01,nan,31.96000000,158,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7001040005,,,,,,,,,,,,,,,,,,,KR7001040005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
001060_01,001060|KR7001060003|KOSPI|2010-01-04|2026-09-01|001060_01,001060,KR7001060003|KOSPI|2010-01-04|2026-09-01,2022-03-14,2022-03-11,26909.00000000,2022-06-16,nan,-15.93000000,64,False,2022-06-16,nan,-15.93000000,64,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7001060003,,,,,,,,,,,,,,,,,,,KR7001060003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
001060_02,001060|KR7001060003|KOSPI|2010-01-04|2026-09-01|001060_02,001060,KR7001060003|KOSPI|2010-01-04|2026-09-01,2023-05-15,2023-05-12,23441.00000000,2023-11-01,nan,10.88000000,115,False,2023-11-01,nan,10.88000000,115,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7001060003,,,,,,,,,,,,,,,,,,,KR7001060003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
001060_03,001060|KR7001060003|KOSPI|2010-01-04|2026-09-01|001060_03,001060,KR7001060003|KOSPI|2010-01-04|2026-09-01,2025-12-01,2025-11-28,26250.00000000,2026-07-30,nan,-17.71000000,162,False,2026-07-30,nan,-17.71000000,162,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7001060003,,,,,,,,,,,,,,,,,,,KR7001060003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
