naver_sector_code,naver_sector_name,market,krx_sector_code,krx_sector_name,name_match,constituent_overlap_count,naver_count,krx_count,mapping_status,naver_total_count,naver_count_scope
273,자동차,KOSDAQ,,,False,1,2,0,AMBIGUOUS_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
273,자동차,KOSPI,1015,운송장비·부품,False,4,7,61,MAPPED_BY_UNIQUE_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
274,"섬유,의류,신발,호화품",KOSDAQ,2058,섬유·의류,False,19,33,22,MAPPED_BY_UNIQUE_MAX_OVERLAP,82,COMMON_INTERSECTION_FOR_MARKET
274,"섬유,의류,신발,호화품",KOSPI,1006,섬유·의류,False,25,43,27,MAPPED_BY_UNIQUE_MAX_OVERLAP,82,COMMON_INTERSECTION_FOR_MARKET
275,담배,KOSPI,1005,음식료·담배,False,1,1,37,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
276,복합기업,KOSDAQ,2037,오락·문화,False,1,1,55,MAPPED_BY_UNIQUE_MAX_OVERLAP,24,COMMON_INTERSECTION_FOR_MARKET
276,복합기업,KOSPI,1021,금융,False,8,12,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,24,COMMON_INTERSECTION_FOR_MARKET
277,창업투자,KOSDAQ,2031,금융,False,18,18,34,MAPPED_BY_UNIQUE_MAX_OVERLAP,89,COMMON_INTERSECTION_FOR_MARKET
277,창업투자,KOSPI,1021,금융,False,1,1,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,89,COMMON_INTERSECTION_FOR_MARKET
278,반도체와반도체장비,KOSDAQ,2072,전기전자,False,64,150,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,172,COMMON_INTERSECTION_FOR_MARKET
278,반도체와반도체장비,KOSPI,1013,전기전자,False,7,15,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,172,COMMON_INTERSECTION_FOR_MARKET
279,건설,KOSDAQ,2026,건설,True,24,35,28,MAPPED_BY_UNIQUE_MAX_OVERLAP,78,COMMON_INTERSECTION_FOR_MARKET
279,건설,KOSPI,1018,건설,True,25,32,28,MAPPED_BY_UNIQUE_MAX_OVERLAP,78,COMMON_INTERSECTION_FOR_MARKET
280,부동산,KOSDAQ,2072,전기전자,False,1,2,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,31,COMMON_INTERSECTION_FOR_MARKET
280,부동산,KOSPI,,,False,2,6,0,AMBIGUOUS_MAX_OVERLAP,31,COMMON_INTERSECTION_FOR_MARKET
281,건강관리장비와용품,KOSDAQ,2074,의료·정밀기기,False,51,81,95,MAPPED_BY_UNIQUE_MAX_OVERLAP,104,COMMON_INTERSECTION_FOR_MARKET
281,건강관리장비와용품,KOSPI,1014,의료·정밀기기,False,3,5,8,MAPPED_BY_UNIQUE_MAX_OVERLAP,104,COMMON_INTERSECTION_FOR_MARKET
282,전자장비와기기,KOSDAQ,2072,전기전자,False,37,76,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,105,COMMON_INTERSECTION_FOR_MARKET
282,전자장비와기기,KOSPI,1013,전기전자,False,14,18,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,105,COMMON_INTERSECTION_FOR_MARKET
283,전기제품,KOSDAQ,2072,전기전자,False,22,54,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,70,COMMON_INTERSECTION_FOR_MARKET
283,전기제품,KOSPI,1013,전기전자,False,9,9,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,70,COMMON_INTERSECTION_FOR_MARKET
284,우주항공과국방,KOSDAQ,2075,운송장비·부품,False,9,22,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,34,COMMON_INTERSECTION_FOR_MARKET
284,우주항공과국방,KOSPI,1015,운송장비·부품,False,3,8,61,MAPPED_BY_UNIQUE_MAX_OVERLAP,34,COMMON_INTERSECTION_FOR_MARKET
285,방송과엔터테인먼트,KOSDAQ,2037,오락·문화,False,42,45,55,MAPPED_BY_UNIQUE_MAX_OVERLAP,57,COMMON_INTERSECTION_FOR_MARKET
285,방송과엔터테인먼트,KOSPI,1047,오락·문화,False,7,8,13,MAPPED_BY_UNIQUE_MAX_OVERLAP,57,COMMON_INTERSECTION_FOR_MARKET
286,생물공학,KOSDAQ,2066,제약,False,26,50,129,MAPPED_BY_UNIQUE_MAX_OVERLAP,59,COMMON_INTERSECTION_FOR_MARKET
286,생물공학,KOSPI,1009,제약,False,2,2,48,MAPPED_BY_UNIQUE_MAX_OVERLAP,59,COMMON_INTERSECTION_FOR_MARKET
287,소프트웨어,KOSDAQ,2118,IT 서비스,False,68,70,226,MAPPED_BY_UNIQUE_MAX_OVERLAP,73,COMMON_INTERSECTION_FOR_MARKET
287,소프트웨어,KOSPI,1046,IT 서비스,False,1,1,25,MAPPED_BY_UNIQUE_MAX_OVERLAP,73,COMMON_INTERSECTION_FOR_MARKET
288,건강관리기술,KOSDAQ,2118,IT 서비스,False,9,12,226,MAPPED_BY_UNIQUE_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
289,건축자재,KOSDAQ,2067,비금속,False,8,17,15,MAPPED_BY_UNIQUE_MAX_OVERLAP,51,COMMON_INTERSECTION_FOR_MARKET
289,건축자재,KOSPI,1010,비금속,False,11,25,21,MAPPED_BY_UNIQUE_MAX_OVERLAP,51,COMMON_INTERSECTION_FOR_MARKET
290,교육서비스,KOSDAQ,2012,일반서비스,False,9,19,139,MAPPED_BY_UNIQUE_MAX_OVERLAP,24,COMMON_INTERSECTION_FOR_MARKET
290,교육서비스,KOSPI,1026,일반서비스,False,2,3,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,24,COMMON_INTERSECTION_FOR_MARKET
291,조선,KOSDAQ,2075,운송장비·부품,False,7,15,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,30,COMMON_INTERSECTION_FOR_MARKET
291,조선,KOSPI,1015,운송장비·부품,False,5,14,61,MAPPED_BY_UNIQUE_MAX_OVERLAP,30,COMMON_INTERSECTION_FOR_MARKET
292,핸드셋,KOSDAQ,2072,전기전자,False,39,54,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,57,COMMON_INTERSECTION_FOR_MARKET
292,핸드셋,KOSPI,1013,전기전자,False,2,3,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,57,COMMON_INTERSECTION_FOR_MARKET
293,컴퓨터와주변기기,KOSDAQ,2072,전기전자,False,8,19,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,21,COMMON_INTERSECTION_FOR_MARKET
293,컴퓨터와주변기기,KOSPI,1013,전기전자,False,2,2,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,21,COMMON_INTERSECTION_FOR_MARKET
294,통신장비,KOSDAQ,2072,전기전자,False,44,48,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,55,COMMON_INTERSECTION_FOR_MARKET
294,통신장비,KOSPI,1013,전기전자,False,3,3,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,55,COMMON_INTERSECTION_FOR_MARKET
295,에너지장비및서비스,KOSDAQ,,,False,4,19,0,AMBIGUOUS_MAX_OVERLAP,34,COMMON_INTERSECTION_FOR_MARKET
295,에너지장비및서비스,KOSPI,,,False,2,9,0,AMBIGUOUS_MAX_OVERLAP,34,COMMON_INTERSECTION_FOR_MARKET
296,운송인프라,KOSDAQ,2072,전기전자,False,2,5,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
296,운송인프라,KOSPI,1021,금융,False,2,3,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
297,가정용품,KOSDAQ,2065,화학,False,5,6,123,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
297,가정용품,KOSPI,1007,종이·목재,False,2,2,18,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
298,가정용기기와용품,KOSDAQ,2072,전기전자,False,7,15,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,20,COMMON_INTERSECTION_FOR_MARKET
298,가정용기기와용품,KOSPI,1026,일반서비스,False,2,5,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,20,COMMON_INTERSECTION_FOR_MARKET
299,기계,KOSDAQ,2070,기계·장비,False,53,79,182,MAPPED_BY_UNIQUE_MAX_OVERLAP,104,COMMON_INTERSECTION_FOR_MARKET
299,기계,KOSPI,1012,기계·장비,False,19,22,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,104,COMMON_INTERSECTION_FOR_MARKET
300,양방향미디어와서비스,KOSDAQ,2118,IT 서비스,False,8,12,226,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
300,양방향미디어와서비스,KOSPI,1046,IT 서비스,False,3,3,25,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
301,은행,KOSPI,1021,금융,False,11,11,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
302,식품과기본식료품소매,KOSDAQ,2027,유통,False,4,4,100,MAPPED_BY_UNIQUE_MAX_OVERLAP,7,COMMON_INTERSECTION_FOR_MARKET
302,식품과기본식료품소매,KOSPI,1016,유통,False,2,2,62,MAPPED_BY_UNIQUE_MAX_OVERLAP,7,COMMON_INTERSECTION_FOR_MARKET
303,가구,KOSDAQ,,,False,2,4,0,AMBIGUOUS_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
303,가구,KOSPI,1027,제조,False,6,7,8,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
304,철강,KOSDAQ,2068,금속,False,16,17,74,MAPPED_BY_UNIQUE_MAX_OVERLAP,55,COMMON_INTERSECTION_FOR_MARKET
304,철강,KOSPI,1011,금속,False,32,36,60,MAPPED_BY_UNIQUE_MAX_OVERLAP,55,COMMON_INTERSECTION_FOR_MARKET
305,항공사,KOSPI,1019,운송·창고,False,6,7,24,MAPPED_BY_UNIQUE_MAX_OVERLAP,9,COMMON_INTERSECTION_FOR_MARKET
306,전기장비,KOSDAQ,2072,전기전자,False,14,18,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,35,COMMON_INTERSECTION_FOR_MARKET
306,전기장비,KOSPI,1013,전기전자,False,10,13,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,35,COMMON_INTERSECTION_FOR_MARKET
307,전자제품,KOSDAQ,2072,전기전자,False,9,12,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
307,전자제품,KOSPI,1013,전기전자,False,3,3,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
308,인터넷과카탈로그소매,KOSDAQ,2027,유통,False,5,6,100,MAPPED_BY_UNIQUE_MAX_OVERLAP,6,COMMON_INTERSECTION_FOR_MARKET
309,음료,KOSDAQ,2056,음식료·담배,False,5,6,47,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
309,음료,KOSPI,1005,음식료·담배,False,5,6,37,MAPPED_BY_UNIQUE_MAX_OVERLAP,16,COMMON_INTERSECTION_FOR_MARKET
310,광고,KOSDAQ,2012,일반서비스,False,15,15,139,MAPPED_BY_UNIQUE_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
310,광고,KOSPI,1026,일반서비스,False,3,3,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
311,포장재,KOSDAQ,2062,종이·목재,False,5,11,9,MAPPED_BY_UNIQUE_MAX_OVERLAP,27,COMMON_INTERSECTION_FOR_MARKET
311,포장재,KOSPI,1007,종이·목재,False,6,14,18,MAPPED_BY_UNIQUE_MAX_OVERLAP,27,COMMON_INTERSECTION_FOR_MARKET
312,가스유틸리티,KOSDAQ,,,False,0,1,0,NO_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
312,가스유틸리티,KOSPI,1017,전기·가스,False,7,11,10,MAPPED_BY_UNIQUE_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
313,석유와가스,KOSDAQ,2027,유통,False,3,5,100,MAPPED_BY_UNIQUE_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
313,석유와가스,KOSPI,,,False,3,8,0,AMBIGUOUS_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
314,출판,KOSDAQ,2037,오락·문화,False,3,6,55,MAPPED_BY_UNIQUE_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
314,출판,KOSPI,,,False,1,2,0,AMBIGUOUS_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
315,손해보험,KOSDAQ,2031,금융,False,1,1,34,MAPPED_BY_UNIQUE_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
315,손해보험,KOSPI,1025,보험,False,8,9,11,MAPPED_BY_UNIQUE_MAX_OVERLAP,12,COMMON_INTERSECTION_FOR_MARKET
316,건강관리업체및서비스,KOSDAQ,2056,음식료·담배,False,10,27,47,MAPPED_BY_UNIQUE_MAX_OVERLAP,30,COMMON_INTERSECTION_FOR_MARKET
316,건강관리업체및서비스,KOSPI,1021,금융,False,1,1,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,30,COMMON_INTERSECTION_FOR_MARKET
317,"호텔,레스토랑,레저",KOSDAQ,2012,일반서비스,False,6,9,139,MAPPED_BY_UNIQUE_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
317,"호텔,레스토랑,레저",KOSPI,,,False,3,9,0,AMBIGUOUS_MAX_OVERLAP,19,COMMON_INTERSECTION_FOR_MARKET
318,종이와목재,KOSDAQ,2062,종이·목재,False,2,3,9,MAPPED_BY_UNIQUE_MAX_OVERLAP,14,COMMON_INTERSECTION_FOR_MARKET
318,종이와목재,KOSPI,1007,종이·목재,False,7,9,18,MAPPED_BY_UNIQUE_MAX_OVERLAP,14,COMMON_INTERSECTION_FOR_MARKET
319,기타금융,KOSDAQ,2031,금융,False,4,5,34,MAPPED_BY_UNIQUE_MAX_OVERLAP,6,COMMON_INTERSECTION_FOR_MARKET
320,건축제품,KOSDAQ,2065,화학,False,4,7,123,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
320,건축제품,KOSPI,1011,금속,False,2,3,60,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
321,증권,KOSDAQ,2031,금융,False,2,5,34,MAPPED_BY_UNIQUE_MAX_OVERLAP,39,COMMON_INTERSECTION_FOR_MARKET
321,증권,KOSPI,1024,증권,True,18,21,18,MAPPED_BY_UNIQUE_MAX_OVERLAP,39,COMMON_INTERSECTION_FOR_MARKET
322,비철금속,KOSDAQ,2068,금속,False,7,13,74,MAPPED_BY_UNIQUE_MAX_OVERLAP,40,COMMON_INTERSECTION_FOR_MARKET
322,비철금속,KOSPI,1011,금속,False,16,25,60,MAPPED_BY_UNIQUE_MAX_OVERLAP,40,COMMON_INTERSECTION_FOR_MARKET
323,해운사,KOSDAQ,,,False,1,3,0,AMBIGUOUS_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
323,해운사,KOSPI,1019,운송·창고,False,7,8,24,MAPPED_BY_UNIQUE_MAX_OVERLAP,11,COMMON_INTERSECTION_FOR_MARKET
324,상업서비스와공급품,KOSDAQ,,,False,7,20,0,AMBIGUOUS_MAX_OVERLAP,31,COMMON_INTERSECTION_FOR_MARKET
324,상업서비스와공급품,KOSPI,1046,IT 서비스,False,3,9,25,MAPPED_BY_UNIQUE_MAX_OVERLAP,31,COMMON_INTERSECTION_FOR_MARKET
325,전기유틸리티,KOSDAQ,2012,일반서비스,False,1,1,139,MAPPED_BY_UNIQUE_MAX_OVERLAP,5,COMMON_INTERSECTION_FOR_MARKET
325,전기유틸리티,KOSPI,1026,일반서비스,False,2,4,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,5,COMMON_INTERSECTION_FOR_MARKET
326,항공화물운송과물류,KOSDAQ,,,False,1,2,0,AMBIGUOUS_MAX_OVERLAP,13,COMMON_INTERSECTION_FOR_MARKET
326,항공화물운송과물류,KOSPI,1019,운송·창고,False,8,9,24,MAPPED_BY_UNIQUE_MAX_OVERLAP,13,COMMON_INTERSECTION_FOR_MARKET
327,디스플레이패널,KOSDAQ,2072,전기전자,False,3,4,311,MAPPED_BY_UNIQUE_MAX_OVERLAP,6,COMMON_INTERSECTION_FOR_MARKET
327,디스플레이패널,KOSPI,1013,전기전자,False,2,2,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,6,COMMON_INTERSECTION_FOR_MARKET
328,전문소매,KOSDAQ,2027,유통,False,4,4,100,MAPPED_BY_UNIQUE_MAX_OVERLAP,5,COMMON_INTERSECTION_FOR_MARKET
328,전문소매,KOSPI,1016,유통,False,1,1,62,MAPPED_BY_UNIQUE_MAX_OVERLAP,5,COMMON_INTERSECTION_FOR_MARKET
329,도로와철도운송,KOSDAQ,,,False,1,3,0,AMBIGUOUS_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
329,도로와철도운송,KOSPI,1026,일반서비스,False,3,5,32,MAPPED_BY_UNIQUE_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
330,생명보험,KOSPI,1025,보험,False,3,3,11,MAPPED_BY_UNIQUE_MAX_OVERLAP,3,COMMON_INTERSECTION_FOR_MARKET
331,복합유틸리티,KOSPI,1017,전기·가스,False,1,1,10,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
332,문구류,KOSPI,1016,유통,False,1,1,62,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
333,무선통신서비스,KOSDAQ,2114,통신,False,1,1,9,MAPPED_BY_UNIQUE_MAX_OVERLAP,4,COMMON_INTERSECTION_FOR_MARKET
333,무선통신서비스,KOSPI,1020,통신,False,3,3,5,MAPPED_BY_UNIQUE_MAX_OVERLAP,4,COMMON_INTERSECTION_FOR_MARKET
334,무역회사와판매업체,KOSPI,1016,유통,False,5,7,62,MAPPED_BY_UNIQUE_MAX_OVERLAP,8,COMMON_INTERSECTION_FOR_MARKET
336,다각화된통신서비스,KOSDAQ,2026,건설,False,1,1,28,MAPPED_BY_UNIQUE_MAX_OVERLAP,3,COMMON_INTERSECTION_FOR_MARKET
336,다각화된통신서비스,KOSPI,1020,통신,False,1,1,5,MAPPED_BY_UNIQUE_MAX_OVERLAP,3,COMMON_INTERSECTION_FOR_MARKET
337,카드,KOSPI,1021,금융,False,1,1,77,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
338,사무용전자제품,KOSPI,1013,전기전자,False,1,1,69,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
339,다각화된소비자서비스,KOSDAQ,2027,유통,False,1,1,100,MAPPED_BY_UNIQUE_MAX_OVERLAP,1,COMMON_INTERSECTION_FOR_MARKET
