trade_id,pair_id,ticker,date,close_return,pattern_a_stage,event_type,execution_date,execution_open
000670_05,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_05,000670,2026-07-13,-40.37000000,PROGRESSED,SOFT_EXIT_SIGNAL,2026-07-14,36800.00000000
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-21,-46.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-22,-44.55000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-23,-44.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-26,-44.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-27,-44.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-28,-45.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-29,-46.41000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-06-30,-43.24000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-03,-43.59000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-04,-44.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-06,-40.97000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-07,-43.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-10,-45.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-11,-44.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-12,-43.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-13,-43.59000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-14,-43.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-17,-43.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-18,-44.41000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-19,-43.93000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-20,-42.97000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-21,-43.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-24,-46.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-25,-48.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-26,-50.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-27,-48.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-28,-46.90000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-07-31,-46.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-01,-46.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-02,-48.41000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-03,-46.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-04,-47.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-07,-47.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-08,-49.31000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-09,-47.59000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-10,-46.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-11,-45.17000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-14,-45.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-16,-45.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-17,-46.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-18,-46.90000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-21,-45.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-22,-46.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-23,-47.93000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-24,-47.72000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-25,-47.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-28,-47.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-29,-46.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-30,-46.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-08-31,-46.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-01,-49.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-04,-49.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-05,-50.14000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-06,-50.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-07,-51.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-08,-49.79000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-11,-47.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-12,-44.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-13,-43.10000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-14,-43.31000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-15,-41.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-18,-43.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-19,-42.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-20,-43.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-21,-45.17000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-22,-46.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-25,-47.24000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-26,-47.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-09-27,-46.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-04,-48.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-05,-48.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-06,-48.34000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-10,-47.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-11,-45.79000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-12,-46.14000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-13,-48.69000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-16,-49.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-17,-49.31000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-18,-50.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-19,-51.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-20,-51.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-23,-51.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-24,-49.79000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-25,-50.14000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-26,-50.41000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-27,-50.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-30,-50.34000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-10-31,-51.72000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-01,-51.10000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-02,-49.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-03,-50.55000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-06,-48.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-07,-50.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-08,-50.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-09,-50.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-10,-50.55000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-13,-50.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-14,-50.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-15,-49.66000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-16,-49.10000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-17,-50.21000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-20,-43.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-21,-42.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-22,-42.69000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-23,-43.59000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-24,-43.10000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-27,-43.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-28,-44.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-29,-45.72000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-11-30,-45.79000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-01,-46.34000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-04,-46.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-05,-45.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-06,-46.14000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-07,-47.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-08,-45.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-11,-45.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-12,-45.72000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-13,-47.03000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-14,-46.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-15,-48.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-18,-50.41000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-19,-49.93000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-20,-45.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-21,-47.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-22,-45.59000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-26,-45.45000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-27,-45.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2023-12-28,-44.90000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-02,-42.34000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-03,-42.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-04,-44.34000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-05,-43.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-08,-45.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-09,-44.90000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-10,-45.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-11,-45.86000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-12,-46.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-15,-46.97000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-16,-47.52000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-17,-48.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-18,-48.69000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-19,-48.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-22,-48.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-23,-48.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-24,-48.90000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-25,-48.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-26,-48.00000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-29,-49.10000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-30,-50.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-01-31,-47.17000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-01,-44.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-02,-44.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-05,-44.83000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-06,-46.48000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-07,-47.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-08,-48.28000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-13,-48.62000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-14,-48.69000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-15,-49.17000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-16,-48.76000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-19,-49.17000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-20,-49.38000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-21,-49.72000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-22,-50.07000000,WEAK,WEAK_PROTECT,,
007390_01,007390|KR7007390008|KOSDAQ|2010-01-04|2026-09-01|007390_01,007390,2024-02-23,-50.28000000,WEAK,WEAK_PROTECT,,
