ticker,group,description,request_shape,requested_start,requested_end,returned_row_count,first_actual_date,last_actual_date,query_status,error_message,root_cause_implication
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",FULL_LIFETIME,20100104,20260821,2996,2014-06-09,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",MID_HISTORICAL,20120101,20141231,140,2014-06-09,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005380,A,"Hyundai Motor (Current Common, Long-listed, PARTIAL)",CHUNK_2014_2015,20140102,20151231,388,2014-06-09,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",FULL_LIFETIME,20100104,20260821,2993,2014-06-09,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",MID_HISTORICAL,20120101,20141231,140,2014-06-09,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
035420,A,"NAVER (Current Common, Long-listed, PARTIAL)",CHUNK_2014_2015,20140102,20151231,388,2014-06-09,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",FULL_LIFETIME,20100104,20260821,2996,2014-06-09,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",MID_HISTORICAL,20120101,20141231,140,2014-06-09,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000270,A,"Kia (Current Common, Long-listed, PARTIAL)",CHUNK_2014_2015,20140102,20151231,388,2014-06-09,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",FULL_LIFETIME,20100104,20260821,2996,2014-06-09,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",MID_HISTORICAL,20120101,20141231,140,2014-06-09,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
005490,A,"POSCO Holdings (Current Common, Long-listed, PARTIAL)",CHUNK_2014_2015,20140102,20151231,388,2014-06-09,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
352820,B,"HYBE (Listed 2020, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,1435,2020-10-15,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
352820,B,"HYBE (Listed 2020, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
352820,B,"HYBE (Listed 2020, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
352820,B,"HYBE (Listed 2020, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
352820,B,"HYBE (Listed 2020, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
352820,B,"HYBE (Listed 2020, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
352820,B,"HYBE (Listed 2020, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
259960,B,"Krafton (Listed 2021, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,1230,2021-08-10,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
259960,B,"Krafton (Listed 2021, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
259960,B,"Krafton (Listed 2021, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
259960,B,"Krafton (Listed 2021, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
259960,B,"Krafton (Listed 2021, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
259960,B,"Krafton (Listed 2021, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
259960,B,"Krafton (Listed 2021, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,1115,2022-01-27,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
373220,B,"LG Energy Solution (Listed 2022, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,1232,2021-08-06,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
323410,B,"KakaoBank (Listed 2021, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",FULL_LIFETIME,20100104,20260821,741,2010-01-04,2012-12-18,SUCCESS,,NORMAL_RETRIEVAL
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",OLD_HISTORICAL,20100104,20121231,741,2010-01-04,2012-12-18,SUCCESS,,PRE_2014_RECOVERABLE_VIA_WINDOW
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",MID_HISTORICAL,20120101,20141231,242,2012-01-02,2012-12-18,SUCCESS,,NORMAL_RETRIEVAL
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",CHUNK_2010_2011,20100104,20111231,499,2010-01-04,2011-12-29,SUCCESS,,PRE_2014_RECOVERABLE_VIA_WINDOW
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",CHUNK_2012_2013,20120102,20131231,242,2012-01-02,2012-12-18,SUCCESS,,PRE_2014_RECOVERABLE_VIA_WINDOW
064420,C,"Delisted 2013 (Historical-only, PARTIAL)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",FULL_LIFETIME,20100104,20260821,2996,2014-06-09,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",MID_HISTORICAL,20120101,20141231,140,2014-06-09,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
032080,C,"Delisted 2015 (Historical-only, PARTIAL)",CHUNK_2014_2015,20140102,20151231,388,2014-06-09,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000100,D,Delisted Historical (ERROR),FULL_LIFETIME,20100104,20260821,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000100,D,Delisted Historical (ERROR),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000100,D,Delisted Historical (ERROR),MID_HISTORICAL,20120101,20141231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000100,D,Delisted Historical (ERROR),RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
000100,D,Delisted Historical (ERROR),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000100,D,Delisted Historical (ERROR),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000100,D,Delisted Historical (ERROR),CHUNK_2014_2015,20140102,20151231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-16 00:00:00'), Timestamp('2014-06-18 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000230,D,Delisted Historical (ERROR),FULL_LIFETIME,20100104,20260821,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-03 00:00:00'), Timestamp('2014-09-15 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000230,D,Delisted Historical (ERROR),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000230,D,Delisted Historical (ERROR),MID_HISTORICAL,20120101,20141231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-03 00:00:00'), Timestamp('2014-09-15 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000230,D,Delisted Historical (ERROR),RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
000230,D,Delisted Historical (ERROR),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000230,D,Delisted Historical (ERROR),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000230,D,Delisted Historical (ERROR),CHUNK_2014_2015,20140102,20151231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-09-03 00:00:00'), Timestamp('2014-09-15 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
002710,D,Delisted Historical (ERROR),FULL_LIFETIME,20100104,20260821,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-13 00:00:00'), Timestamp('2014-06-20 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
002710,D,Delisted Historical (ERROR),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
002710,D,Delisted Historical (ERROR),MID_HISTORICAL,20120101,20141231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-13 00:00:00'), Timestamp('2014-06-20 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
002710,D,Delisted Historical (ERROR),RECENT_CONTROL,20240101,20260821,642,2024-01-02,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
002710,D,Delisted Historical (ERROR),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
002710,D,Delisted Historical (ERROR),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
002710,D,Delisted Historical (ERROR),CHUNK_2014_2015,20140102,20151231,0,,,ERROR,"수정주가 OHLC 관계가 깨졌습니다: [Timestamp('2014-06-13 00:00:00'), Timestamp('2014-06-20 00:00:00'), Timestamp(",DELISTED_OR_UNSUPPORTED_ERROR
000610,E,Delisted 2010-01 (EMPTY Control 1),FULL_LIFETIME,20100104,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
000610,E,Delisted 2010-01 (EMPTY Control 1),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000610,E,Delisted 2010-01 (EMPTY Control 1),MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
000610,E,Delisted 2010-01 (EMPTY Control 1),RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
000610,E,Delisted 2010-01 (EMPTY Control 1),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000610,E,Delisted 2010-01 (EMPTY Control 1),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000610,E,Delisted 2010-01 (EMPTY Control 1),CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
015940,E,Delisted 2010-01 (EMPTY Control 2),FULL_LIFETIME,20100104,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
015940,E,Delisted 2010-01 (EMPTY Control 2),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
015940,E,Delisted 2010-01 (EMPTY Control 2),MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
015940,E,Delisted 2010-01 (EMPTY Control 2),RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
015940,E,Delisted 2010-01 (EMPTY Control 2),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
015940,E,Delisted 2010-01 (EMPTY Control 2),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
015940,E,Delisted 2010-01 (EMPTY Control 2),CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
037510,E,Delisted 2010-01 (EMPTY Control 3),FULL_LIFETIME,20100104,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
037510,E,Delisted 2010-01 (EMPTY Control 3),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
037510,E,Delisted 2010-01 (EMPTY Control 3),MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
037510,E,Delisted 2010-01 (EMPTY Control 3),RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
037510,E,Delisted 2010-01 (EMPTY Control 3),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
037510,E,Delisted 2010-01 (EMPTY Control 3),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
037510,E,Delisted 2010-01 (EMPTY Control 3),CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
045820,E,Delisted 2010-01 (EMPTY Control 4),FULL_LIFETIME,20100104,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
045820,E,Delisted 2010-01 (EMPTY Control 4),OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
045820,E,Delisted 2010-01 (EMPTY Control 4),MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
045820,E,Delisted 2010-01 (EMPTY Control 4),RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
045820,E,Delisted 2010-01 (EMPTY Control 4),CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
045820,E,Delisted 2010-01 (EMPTY Control 4),CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
045820,E,Delisted 2010-01 (EMPTY Control 4),CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
000030,F,"Alpha Common (000030, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,1015,2014-11-19,2019-01-08,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000030,F,"Alpha Common (000030, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000030,F,"Alpha Common (000030, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,29,2014-11-19,2014-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
000030,F,"Alpha Common (000030, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
000030,F,"Alpha Common (000030, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000030,F,"Alpha Common (000030, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
000030,F,"Alpha Common (000030, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,277,2014-11-19,2015-12-30,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,187,2025-11-17,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,187,2025-11-17,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0015G0,F,"Alpha Common (0015G0, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",FULL_LIFETIME,20100104,20260821,109,2026-03-16,2026-08-21,SUCCESS,,SOURCE_BOUND_AT_2014_06_09
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",OLD_HISTORICAL,20100104,20121231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",MID_HISTORICAL,20120101,20141231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",RECENT_CONTROL,20240101,20260821,109,2026-03-16,2026-08-21,SUCCESS,,NORMAL_RETRIEVAL
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",CHUNK_2010_2011,20100104,20111231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",CHUNK_2012_2013,20120102,20131231,0,,,EMPTY,,TRUE_SOURCE_GAP_PRE_2014
0082N0,F,"Alpha Common (0082N0, COMPLETE Control)",CHUNK_2014_2015,20140102,20151231,0,,,EMPTY,,EMPTY_FOR_REQUESTED_WINDOW
