ticker,market,canonical_sector_code,canonical_sector_name,naver_sector_names,naver_sector_count,mapped_naver_sector_codes,classification,possible_reference_date_drift
000590,KOSPI,1021,금융,철강,1,1011,SECTOR_CONFLICT,True
000640,KOSPI,1021,금융,제약,1,1009,SECTOR_CONFLICT,True
000650,KOSPI,1019,운송·창고,도로와철도운송,1,1026,SECTOR_CONFLICT,True
000660,KOSPI,1013,전기전자,반도체와반도체장비,1,1013,MAPPED_MATCH,False
000670,KOSPI,1011,금속,핸드셋,1,1013,SECTOR_CONFLICT,True
000680,KOSPI,1016,유통,증권,1,1024,SECTOR_CONFLICT,True
000700,KOSPI,1026,일반서비스,항공화물운송과물류,1,1019,SECTOR_CONFLICT,True
000720,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
000760,KOSPI,1016,유통,화학,1,1008,SECTOR_CONFLICT,True
000810,KOSPI,1025,보험,손해보험,1,1025,MAPPED_MATCH,False
000850,KOSPI,1012,기계·장비,기계,1,1012,MAPPED_MATCH,False
000860,KOSPI,1008,화학,건축자재,1,1010,SECTOR_CONFLICT,True
000880,KOSPI,1008,화학,복합기업,1,1021,SECTOR_CONFLICT,True
000890,KOSPI,1005,음식료·담배,음료,1,1005,MAPPED_MATCH,False
000910,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
000950,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
000970,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
000990,KOSPI,1013,전기전자,반도체와반도체장비,1,1013,MAPPED_MATCH,False
001000,KOSDAQ,,,부동산,1,2072,NAVER_ONLY,False
001020,KOSPI,1007,종이·목재,종이와목재,1,1007,MAPPED_MATCH,False
001040,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
001060,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
001070,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
001080,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
001120,KOSPI,1016,유통,무역회사와판매업체,1,1016,MAPPED_MATCH,False
001130,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
001200,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001210,KOSPI,1013,전기전자,디스플레이장비및부품,1,1013,MAPPED_MATCH,False
001230,KOSPI,1021,금융,철강,1,1011,SECTOR_CONFLICT,True
001250,KOSPI,1016,유통,무역회사와판매업체,1,1016,MAPPED_MATCH,False
001260,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
001270,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001290,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001340,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
001360,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
001380,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
001390,KOSPI,1008,화학,자동차,1,1015,SECTOR_CONFLICT,True
001420,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
001430,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
001440,KOSPI,1013,전기전자,전기장비,1,1013,MAPPED_MATCH,False
001450,KOSPI,1025,보험,손해보험,1,1025,MAPPED_MATCH,False
001460,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
001470,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
001500,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001510,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001520,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
001530,KOSPI,1016,유통,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
001540,KOSDAQ,2066,제약,제약,1,2066,EXACT_MATCH,False
001550,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
001560,KOSPI,1010,비금속,비철금속,1,1011,SECTOR_CONFLICT,True
001570,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
001620,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
001630,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
001680,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
001720,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001740,KOSPI,1016,유통,복합기업,1,1021,SECTOR_CONFLICT,True
001750,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
001770,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
001780,KOSPI,1011,금속,비철금속,1,1011,MAPPED_MATCH,False
001790,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
001800,KOSPI,1021,금융,식품,1,1005,SECTOR_CONFLICT,True
001810,KOSDAQ,2062,종이·목재,종이와목재,1,2062,MAPPED_MATCH,False
001820,KOSPI,1013,전기전자,전기제품,1,1013,MAPPED_MATCH,False
001840,KOSDAQ,2026,건설,건설,1,2026,EXACT_MATCH,False
001940,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
002020,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
002030,KOSPI,1026,일반서비스,건축자재,1,1010,SECTOR_CONFLICT,True
002070,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
002100,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
002140,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
002150,KOSPI,1026,일반서비스,건설,1,1018,SECTOR_CONFLICT,True
002170,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
002200,KOSPI,1007,종이·목재,포장재,1,1007,MAPPED_MATCH,False
002210,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
002220,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
002230,KOSDAQ,2074,의료·정밀기기,전기제품,1,2072,SECTOR_CONFLICT,True
002240,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
002290,KOSDAQ,2026,건설,건설,1,2026,EXACT_MATCH,False
002310,KOSPI,1007,종이·목재,포장재,1,1007,MAPPED_MATCH,False
002320,KOSPI,1019,운송·창고,항공화물운송과물류,1,1019,MAPPED_MATCH,False
002350,KOSPI,1008,화학,자동차부품,1,1015,SECTOR_CONFLICT,True
002360,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
002380,KOSPI,1008,화학,건축자재,1,1010,SECTOR_CONFLICT,True
002390,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
002410,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
002420,KOSPI,1016,유통,석유와가스,1,,KRX_ONLY,False
002450,KOSPI,1027,제조,레저용장비와제품,1,,KRX_ONLY,False
002460,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
002600,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
002620,KOSPI,1026,일반서비스,제약,1,1009,SECTOR_CONFLICT,True
002630,KOSPI,1009,제약,생물공학,1,1009,MAPPED_MATCH,False
002680,KOSDAQ,2056,음식료·담배,식품,1,2056,MAPPED_MATCH,False
002690,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
002700,KOSPI,1016,유통,가정용기기와용품,1,1026,SECTOR_CONFLICT,True
002710,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
002720,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
002760,KOSPI,1008,화학,식품,1,1005,SECTOR_CONFLICT,True
002780,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
002790,KOSPI,1008,화학,화장품,1,1008,MAPPED_MATCH,False
002800,KOSDAQ,2066,제약,제약,1,2066,EXACT_MATCH,False
002810,KOSPI,1016,유통,화학,1,1008,SECTOR_CONFLICT,True
002820,KOSPI,1008,화학,종이와목재,1,1007,SECTOR_CONFLICT,True
002840,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
002870,KOSPI,1016,유통,포장재,1,1007,SECTOR_CONFLICT,True
002880,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
002900,KOSPI,1012,기계·장비,기계,1,1012,MAPPED_MATCH,False
002920,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
002960,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
002990,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
003000,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003010,KOSPI,1016,유통,기계,1,1012,SECTOR_CONFLICT,True
003030,KOSPI,1021,금융,철강,1,1011,SECTOR_CONFLICT,True
003060,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003070,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
003080,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003090,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003100,KOSDAQ,2029,운송·창고,운송인프라,1,2072,SECTOR_CONFLICT,True
003120,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003160,KOSPI,1014,의료·정밀기기,반도체와반도체장비,1,1013,SECTOR_CONFLICT,True
003200,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
003220,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003230,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
003240,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003280,KOSPI,1019,운송·창고,해운사,1,1019,MAPPED_MATCH,False
003300,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
003310,KOSDAQ,2056,음식료·담배,식품,1,2056,MAPPED_MATCH,False
003350,KOSPI,1008,화학,화장품,1,1008,MAPPED_MATCH,False
003380,KOSDAQ,2031,금융,식품,1,2056,SECTOR_CONFLICT,True
003460,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
003470,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
003480,KOSPI,1017,전기·가스,가스유틸리티,1,1017,MAPPED_MATCH,False
003490,KOSPI,1019,운송·창고,항공사,1,1019,MAPPED_MATCH,False
003520,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003530,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
003540,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
003550,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
003570,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
003580,KOSPI,1016,유통,판매업체,1,1016,MAPPED_MATCH,False
003610,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
003620,KOSPI,1015,운송장비·부품,자동차,1,1015,MAPPED_MATCH,False
003650,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003670,KOSPI,1013,전기전자,화학,1,1008,SECTOR_CONFLICT,True
003680,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
003690,KOSPI,1025,보험,손해보험,1,1025,MAPPED_MATCH,False
003720,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003780,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003800,KOSDAQ,2077,기타제조,가구,1,,KRX_ONLY,False
003830,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
003850,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
003920,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
003960,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
004000,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
004020,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
004060,KOSPI,1016,유통,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
004080,KOSPI,1016,유통,건강관리장비와용품,1,1014,SECTOR_CONFLICT,True
004090,KOSPI,1010,비금속,화학,1,1008,SECTOR_CONFLICT,True
004100,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
004140,KOSPI,1019,운송·창고,항공화물운송과물류,1,1019,MAPPED_MATCH,False
004150,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
004170,KOSPI,1016,유통,백화점과일반상점,1,1016,MAPPED_MATCH,False
004250,KOSPI,1008,화학,포장재,1,1007,SECTOR_CONFLICT,True
004270,KOSPI,1016,유통,전자장비와기기,1,1013,SECTOR_CONFLICT,True
004310,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
004360,KOSPI,1019,운송·창고,항공화물운송과물류,1,1019,MAPPED_MATCH,False
004370,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
004380,KOSPI,1012,기계·장비,기계,1,1012,MAPPED_MATCH,False
004410,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
004430,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
004440,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
004450,KOSPI,1011,금속,포장재,1,1007,SECTOR_CONFLICT,True
004490,KOSPI,1013,전기전자,자동차부품,1,1015,SECTOR_CONFLICT,True
004540,KOSPI,1007,종이·목재,종이와목재,1,1007,MAPPED_MATCH,False
004560,KOSPI,1011,금속,비철금속,1,1011,MAPPED_MATCH,False
004590,KOSDAQ,2027,유통,식품과기본식료품소매,1,2027,MAPPED_MATCH,False
004650,KOSDAQ,2056,음식료·담배,음료,1,2056,MAPPED_MATCH,False
004690,KOSPI,1017,전기·가스,가스유틸리티,1,1017,MAPPED_MATCH,False
004700,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
004710,KOSPI,1013,전기전자,전자장비와기기,1,1013,MAPPED_MATCH,False
004720,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
004770,KOSPI,1013,전기전자,전자장비와기기,1,1013,MAPPED_MATCH,False
004780,KOSDAQ,2068,금속,포장재,1,2062,SECTOR_CONFLICT,True
004800,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
004830,KOSPI,1008,화학,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
004840,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
004870,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
004890,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
004910,KOSPI,1008,화학,건축자재,1,1010,SECTOR_CONFLICT,True
004920,KOSPI,1013,전기전자,컴퓨터와주변기기,1,1013,MAPPED_MATCH,False
004960,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
004970,KOSPI,,,식품,1,1005,NAVER_ONLY,False
004980,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
004990,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
005010,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
005030,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
005070,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
005090,KOSPI,1017,전기·가스,에너지장비및서비스,1,,KRX_ONLY,False
005110,KOSPI,1016,유통,부동산,1,,KRX_ONLY,False
005160,KOSDAQ,2068,금속,철강,1,2068,MAPPED_MATCH,False
005180,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
005250,KOSPI,1026,일반서비스,제약,1,1009,SECTOR_CONFLICT,True
005290,KOSDAQ,2065,화학,반도체와반도체장비,1,2072,SECTOR_CONFLICT,True
005300,KOSPI,1005,음식료·담배,음료,1,1005,MAPPED_MATCH,False
005320,KOSPI,1016,유통,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
005360,KOSPI,1016,유통,문구류,1,1016,MAPPED_MATCH,False
005380,KOSPI,1015,운송장비·부품,자동차,1,1015,MAPPED_MATCH,False
005420,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
005430,KOSPI,1019,운송·창고,운송인프라,1,1021,SECTOR_CONFLICT,True
005440,KOSPI,1021,금융,복합기업,1,1021,MAPPED_MATCH,False
005490,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
005500,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
005610,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
005670,KOSDAQ,2056,음식료·담배,식품,1,2056,MAPPED_MATCH,False
005680,KOSPI,1013,전기전자,전기제품,1,1013,MAPPED_MATCH,False
005690,KOSPI,1013,전기전자,화학,1,1008,SECTOR_CONFLICT,True
005710,KOSDAQ,2075,운송장비·부품,자동차부품,1,2075,MAPPED_MATCH,False
005720,KOSPI,1008,화학,자동차부품,1,1015,SECTOR_CONFLICT,True
005740,KOSPI,1021,금융,식품,1,1005,SECTOR_CONFLICT,True
005750,KOSPI,1010,비금속,건축제품,1,1011,SECTOR_CONFLICT,True
005800,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
005810,KOSPI,1021,금융,비철금속,1,1011,SECTOR_CONFLICT,True
005820,KOSPI,1006,섬유·의류,포장재,1,1007,SECTOR_CONFLICT,True
005830,KOSPI,1025,보험,손해보험,1,1025,MAPPED_MATCH,False
005850,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
005860,KOSDAQ,2056,음식료·담배,식품,1,2056,MAPPED_MATCH,False
005870,KOSPI,1013,전기전자,우주항공과국방,1,1015,SECTOR_CONFLICT,True
005880,KOSPI,1019,운송·창고,해운사,1,1019,MAPPED_MATCH,False
005930,KOSPI,1013,전기전자,반도체와반도체장비,1,1013,MAPPED_MATCH,False
005940,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
005950,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
005960,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
005990,KOSDAQ,2056,음식료·담배,식품,1,2056,MAPPED_MATCH,False
006040,KOSPI,1021,금융,식품,1,1005,SECTOR_CONFLICT,True
006050,KOSDAQ,2067,비금속,건축제품,1,2065,SECTOR_CONFLICT,True
006060,KOSPI,1016,유통,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
006090,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
006110,KOSPI,1011,금속,비철금속,1,1011,MAPPED_MATCH,False
006120,KOSPI,1021,금융,석유와가스,1,,KRX_ONLY,False
006140,KOSDAQ,2074,의료·정밀기기,건강관리장비와용품,1,2074,MAPPED_MATCH,False
006200,KOSPI,1021,금융,반도체와반도체장비,1,1013,SECTOR_CONFLICT,True
006220,KOSPI,1021,금융,은행,1,1021,MAPPED_MATCH,False
006260,KOSPI,1021,금융,전기장비,1,1013,SECTOR_CONFLICT,True
006280,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
006340,KOSPI,1013,전기전자,전기장비,1,1013,MAPPED_MATCH,False
006360,KOSPI,1018,건설,건설,1,1018,EXACT_MATCH,False
006370,KOSPI,1016,유통,백화점과일반상점,1,1016,MAPPED_MATCH,False
006380,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
006400,KOSPI,1013,전기전자,전기제품,1,1013,MAPPED_MATCH,False
006490,KOSPI,1020,통신,무선통신서비스,1,1020,MAPPED_MATCH,False
006570,KOSPI,1011,금속,건축제품,1,1011,MAPPED_MATCH,False
006620,KOSDAQ,2066,제약,제약,1,2066,EXACT_MATCH,False
006650,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
006660,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
006730,KOSDAQ,2012,일반서비스,"호텔,레스토랑,레저",1,2012,MAPPED_MATCH,False
006740,KOSPI,1007,종이·목재,종이와목재,1,1007,MAPPED_MATCH,False
006800,KOSPI,1024,증권,증권,1,1024,EXACT_MATCH,False
006840,KOSPI,1021,금융,화학,1,1008,SECTOR_CONFLICT,True
006880,KOSPI,1016,유통,식품과기본식료품소매,1,1016,MAPPED_MATCH,False
006890,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
006910,KOSDAQ,2068,금속,전기장비,1,2072,SECTOR_CONFLICT,True
006920,KOSDAQ,2067,비금속,건축자재,1,2067,MAPPED_MATCH,False
006980,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
007070,KOSPI,1016,유통,백화점과일반상점,1,1016,MAPPED_MATCH,False
007110,KOSPI,1016,유통,건축자재,1,1010,SECTOR_CONFLICT,True
007120,KOSPI,1046,IT 서비스,IT서비스,1,1046,EXACT_MATCH,False
007160,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
007210,KOSPI,1010,비금속,건축자재,1,1010,MAPPED_MATCH,False
007280,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
007310,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
007330,KOSDAQ,2031,금융,기타금융,1,2031,MAPPED_MATCH,False
007340,KOSPI,1013,전기전자,자동차부품,1,1015,SECTOR_CONFLICT,True
007370,KOSDAQ,2066,제약,제약,1,2066,EXACT_MATCH,False
007390,KOSDAQ,2066,제약,생물공학,1,2066,MAPPED_MATCH,False
007460,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
007530,KOSDAQ,2068,금속,자동차부품,1,2075,SECTOR_CONFLICT,True
007540,KOSPI,1021,금융,식품,1,1005,SECTOR_CONFLICT,True
007570,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
007590,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
007610,KOSPI,1013,전기전자,전기장비,1,1013,MAPPED_MATCH,False
007660,KOSPI,1013,전기전자,반도체와반도체장비,1,1013,MAPPED_MATCH,False
007680,KOSDAQ,2026,건설,건설,1,2026,EXACT_MATCH,False
007690,KOSPI,1008,화학,화학,1,1008,EXACT_MATCH,False
007700,KOSPI,1021,금융,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
007720,KOSDAQ,2027,유통,판매업체,1,2027,MAPPED_MATCH,False
007770,KOSDAQ,2065,화학,화학,1,2065,EXACT_MATCH,False
007810,KOSPI,1013,전기전자,전자장비와기기,1,1013,MAPPED_MATCH,False
007820,KOSDAQ,2070,기계·장비,기계,1,2070,MAPPED_MATCH,False
007860,KOSPI,1021,금융,자동차부품,1,1015,SECTOR_CONFLICT,True
007980,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
008040,KOSPI,1005,음식료·담배,식품,1,1005,MAPPED_MATCH,False
008060,KOSPI,1021,금융,전자장비와기기,1,1013,SECTOR_CONFLICT,True
008250,KOSPI,1007,종이·목재,건축자재,1,1010,SECTOR_CONFLICT,True
008260,KOSPI,1011,금속,건축자재,1,1010,SECTOR_CONFLICT,True
008290,KOSDAQ,2058,섬유·의류,"섬유,의류,신발,호화품",1,2058,MAPPED_MATCH,False
008350,KOSPI,1011,금속,비철금속,1,1011,MAPPED_MATCH,False
008370,KOSDAQ,2065,화학,화학,1,2065,EXACT_MATCH,False
008420,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
008470,KOSDAQ,2068,금속,기계,1,2070,SECTOR_CONFLICT,True
008490,KOSPI,1008,화학,제약,1,1009,SECTOR_CONFLICT,True
008600,KOSPI,1016,유통,"섬유,의류,신발,호화품",1,1006,SECTOR_CONFLICT,True
008700,KOSPI,1013,전기전자,전자제품,1,1013,MAPPED_MATCH,False
008730,KOSPI,1008,화학,포장재,1,1007,SECTOR_CONFLICT,True
008770,KOSPI,1016,유통,백화점과일반상점,1,1016,MAPPED_MATCH,False
008830,KOSDAQ,2070,기계·장비,기계,1,2070,MAPPED_MATCH,False
008870,KOSPI,1010,비금속,포장재,1,1007,SECTOR_CONFLICT,True
008930,KOSPI,1021,금융,제약,1,1009,SECTOR_CONFLICT,True
008970,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
009070,KOSPI,1019,운송·창고,항공화물운송과물류,1,1019,MAPPED_MATCH,False
009140,KOSPI,1013,전기전자,전자제품,1,1013,MAPPED_MATCH,False
009150,KOSPI,1013,전기전자,전자장비와기기,1,1013,MAPPED_MATCH,False
009160,KOSPI,1011,금속,비철금속,1,1011,MAPPED_MATCH,False
009180,KOSPI,1019,운송·창고,항공화물운송과물류,1,1019,MAPPED_MATCH,False
009190,KOSPI,1011,금속,철강,1,1011,MAPPED_MATCH,False
009200,KOSPI,1007,종이·목재,종이와목재,1,1007,MAPPED_MATCH,False
009240,KOSPI,1016,유통,가구,1,1027,SECTOR_CONFLICT,True
009270,KOSPI,1006,섬유·의류,"섬유,의류,신발,호화품",1,1006,MAPPED_MATCH,False
009290,KOSPI,1009,제약,제약,1,1009,EXACT_MATCH,False
009300,KOSDAQ,2066,제약,제약,1,2066,EXACT_MATCH,False
009310,KOSPI,1012,기계·장비,디스플레이장비및부품,1,1013,SECTOR_CONFLICT,True
009320,KOSPI,1015,운송장비·부품,자동차부품,1,1015,MAPPED_MATCH,False
