trade_id,pair_id,ticker,identity,identity_isu_cd,identity_market,signal_date,entry_date,market_cap_krw,threshold_krw,lookup_status,unresolved_reason,identity_mapping_status,source_provider,source_store,source_field,source_date,source_market,partition_status,partition_row_count,partition_file,partition_file_sha256,partition_content_sha256,partition_source_endpoint,partition_hash_verified,other_market_partition_status,other_market_ticker_hit_count
004360_01,004360|KR7004360004|KOSPI|2010-01-04|2026-08-21|004360_01,004360,KR7004360004|KOSPI|2010-01-04|2026-08-21,KR7004360004,KOSPI,2021-01-08,2021-01-11,281906874000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
004560_01,004560|KR7004560009|KOSPI|2010-01-04|2026-08-21|004560_01,004560,KR7004560009|KOSPI|2010-01-04|2026-08-21,KR7004560009,KOSPI,2021-01-08,2021-01-11,184715434750,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
004960_01,004960|KR7004960001|KOSPI|2010-01-04|2026-08-21|004960_01,004960,KR7004960001|KOSPI|2010-01-04|2026-08-21,KR7004960001,KOSPI,2021-01-08,2021-01-11,210008241300,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
005420_01,005420|KR7005420005|KOSPI|2010-01-04|2026-08-21|005420_01,005420,KR7005420005|KOSPI|2010-01-04|2026-08-21,KR7005420005,KOSPI,2021-01-08,2021-01-11,336829642500,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
005680_01,005680|KR7005680004|KOSPI|2010-01-04|2026-08-21|005680_01,005680,KR7005680004|KOSPI|2010-01-04|2026-08-21,KR7005680004,KOSPI,2021-01-08,2021-01-11,213000000000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
005880_01,005880|KR7005880000|KOSPI|2010-01-04|2026-08-21|005880_01,005880,KR7005880000|KOSPI|2010-01-04|2026-08-21,KR7005880000,KOSPI,2021-01-08,2021-01-11,868383724950,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
005940_01,005940|KR7005940002|KOSPI|2010-01-04|2026-08-21|005940_01,005940,KR7005940002|KOSPI|2010-01-04|2026-08-21,KR7005940002,KOSPI,2021-01-08,2021-01-11,3419117977050,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
006360_01,006360|KR7006360002|KOSPI|2010-01-04|2026-08-21|006360_01,006360,KR7006360002|KOSPI|2010-01-04|2026-08-21,KR7006360002,KOSPI,2021-01-08,2021-01-11,3355460567750,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
006730_01,006730|KR7006730006|KOSDAQ|2010-01-04|2026-08-21|006730_01,006730,KR7006730006|KOSDAQ|2010-01-04|2026-08-21,KR7006730006,KOSDAQ,2021-01-08,2021-01-11,492449560680,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSDAQ,COMPLETE,1471,market=KOSDAQ/year=2021/2021-01-08.parquet,ef7f3b6d17e2f07b3b8b082fc01a3a283a52332ae1324858343c5ce1ccbfc012,439ae927c6b68d1c11c4e9b96f3490613f3b9493df91a976a482587c0a15aaf9,/sto/ksq_bydd_trd,True,,0
006800_01,006800|KR7006800007|KOSPI|2010-01-04|2026-08-21|006800_01,006800,KR7006800007|KOSPI|2010-01-04|2026-08-21,KR7006800007,KOSPI,2021-01-08,2021-01-11,6549961541200,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
007120_01,007120|KR7007120009|KOSPI|2010-01-04|2026-08-21|007120_01,007120,KR7007120009|KOSPI|2010-01-04|2026-08-21,KR7007120009,KOSPI,2021-01-08,2021-01-11,55678183640,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
007690_01,007690|KR7007690001|KOSPI|2010-01-04|2026-08-21|007690_01,007690,KR7007690001|KOSPI|2010-01-04|2026-08-21,KR7007690001,KOSPI,2021-01-08,2021-01-11,316678572000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
008260_01,008260|KR7008260002|KOSPI|2010-01-04|2026-08-21|008260_01,008260,KR7008260002|KOSPI|2010-01-04|2026-08-21,KR7008260002,KOSPI,2021-01-08,2021-01-11,80223328185,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
008420_01,008420|KR7008420002|KOSPI|2010-01-04|2026-08-21|008420_01,008420,KR7008420002|KOSPI|2010-01-04|2026-08-21,KR7008420002,KOSPI,2021-01-08,2021-01-11,79451081875,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
008770_01,008770|KR7008770000|KOSPI|2010-01-04|2026-08-21|008770_01,008770,KR7008770000|KOSPI|2010-01-04|2026-08-21,KR7008770000,KOSPI,2021-01-08,2021-01-11,3253669230900,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
008830_01,008830|KR7008830002|KOSDAQ|2010-01-04|2026-08-21|008830_01,008830,KR7008830002|KOSDAQ|2010-01-04|2026-08-21,KR7008830002,KOSDAQ,2021-01-08,2021-01-11,33882950400,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSDAQ,COMPLETE,1471,market=KOSDAQ/year=2021/2021-01-08.parquet,ef7f3b6d17e2f07b3b8b082fc01a3a283a52332ae1324858343c5ce1ccbfc012,439ae927c6b68d1c11c4e9b96f3490613f3b9493df91a976a482587c0a15aaf9,/sto/ksq_bydd_trd,True,,0
009440_01,009440|KR7009440009|KOSPI|2010-01-04|2026-08-21|009440_01,009440,KR7009440009|KOSPI|2010-01-04|2026-08-21,KR7009440009,KOSPI,2021-01-08,2021-01-11,126308937400,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
009470_01,009470|KR7009470006|KOSPI|2010-01-04|2026-08-21|009470_01,009470,KR7009470006|KOSPI|2010-01-04|2026-08-21,KR7009470006,KOSPI,2021-01-08,2021-01-11,153771315000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
009540_01,009540|KR7009540006|KOSPI|2010-01-04|2026-08-21|009540_01,009540,KR7009540006|KOSPI|2010-01-04|2026-08-21,KR7009540006,KOSPI,2021-01-08,2021-01-11,8386614246000,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
010060_01,010060|KR7010060002|KOSPI|2010-01-04|2026-08-21|010060_01,010060,KR7010060002|KOSPI|2010-01-04|2026-08-21,KR7010060002,KOSPI,2021-01-08,2021-01-11,2375397351600,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
010690_01,010690|KR7010690006|KOSPI|2010-01-04|2026-08-21|010690_01,010690,KR7010690006|KOSPI|2010-01-04|2026-08-21,KR7010690006,KOSPI,2021-01-08,2021-01-11,136364201050,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
011170_01,011170|KR7011170008|KOSPI|2010-01-04|2026-08-21|011170_01,011170,KR7011170008|KOSPI|2010-01-04|2026-08-21,KR7011170008,KOSPI,2021-01-08,2021-01-11,10316901119000,1000000000000,PASS_MCAP_GE_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
012200_01,012200|KR7012200002|KOSPI|2010-01-04|2026-08-21|012200_01,012200,KR7012200002|KOSPI|2010-01-04|2026-08-21,KR7012200002,KOSPI,2021-01-08,2021-01-11,162674000000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
012800_01,012800|KR7012800009|KOSPI|2010-01-04|2026-08-21|012800_01,012800,KR7012800009|KOSPI|2010-01-04|2026-08-21,KR7012800009,KOSPI,2021-01-08,2021-01-11,146736203390,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
013120_01,013120|KR7013120001|KOSDAQ|2010-01-04|2026-08-21|013120_01,013120,KR7013120001|KOSDAQ|2010-01-04|2026-08-21,KR7013120001,KOSDAQ,2021-01-08,2021-01-11,471294039000,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSDAQ,COMPLETE,1471,market=KOSDAQ/year=2021/2021-01-08.parquet,ef7f3b6d17e2f07b3b8b082fc01a3a283a52332ae1324858343c5ce1ccbfc012,439ae927c6b68d1c11c4e9b96f3490613f3b9493df91a976a482587c0a15aaf9,/sto/ksq_bydd_trd,True,,0
013360_01,013360|KR7013360003|KOSPI|2010-01-04|2026-08-21|013360_01,013360,KR7013360003|KOSPI|2010-01-04|2026-08-21,KR7013360003,KOSPI,2021-01-08,2021-01-11,72123214800,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
013520_01,013520|KR7013520002|KOSPI|2010-01-04|2026-08-21|013520_01,013520,KR7013520002|KOSPI|2010-01-04|2026-08-21,KR7013520002,KOSPI,2021-01-08,2021-01-11,178826226250,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
014530_01,014530|KR7014530000|KOSPI|2010-01-04|2026-08-21|014530_01,014530,KR7014530000|KOSPI|2010-01-04|2026-08-21,KR7014530000,KOSPI,2021-01-08,2021-01-11,121519928700,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
014820_01,014820|KR7014820005|KOSPI|2010-01-04|2026-08-21|014820_01,014820,KR7014820005|KOSPI|2010-01-04|2026-08-21,KR7014820005,KOSPI,2021-01-08,2021-01-11,964536939150,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
016590_01,016590|KR7016590002|KOSPI|2010-01-04|2026-08-21|016590_01,016590,KR7016590002|KOSPI|2010-01-04|2026-08-21,KR7016590002,KOSPI,2021-01-08,2021-01-11,256697113400,1000000000000,REJECT_MCAP_BELOW_1T,,PIT_IDENTITY_MATCH,KRX Open API Stock Daily,KrxRawStockStore,MKTCAP -> market_cap,2021-01-08,KOSPI,COMPLETE,917,market=KOSPI/year=2021/2021-01-08.parquet,8ae1e4c9f27a5da5ae9d69ed5d65f5815ea781ca955700e5bf4201edf202d08e,664fa58a45a4479b8c325b6267b205e0c294d12592b06309b1f3bb18ed27caaa,/sto/stk_bydd_trd,True,,0
