ticker,sector_rs_data_status_match,sector_rs_input_reason_match,sector_code_match,sector_name_match,sector_benchmark_code_match,sector_benchmark_last_observation_date_match,sector_anchor_date_3m_match,sector_anchor_date_6m_match,sector_anchor_date_12m_match,sector_return_3m_match,sector_return_6m_match,sector_return_12m_match,sector_rs_3m_match,sector_rs_6m_match,sector_rs_12m_match
001290,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001340,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001390,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001430,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001440,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001450,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001460,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001470,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001500,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001510,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001520,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001530,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001550,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001560,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001570,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001620,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001630,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001740,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001750,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001790,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001820,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001840,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
001940,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002020,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002030,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002100,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002150,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002210,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002220,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002230,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002240,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002290,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002320,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002350,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002390,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002410,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002450,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002460,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002600,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002620,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002630,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002700,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002710,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002760,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002790,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002820,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002840,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002870,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002880,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002900,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002920,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
002990,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003000,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003010,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003030,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003080,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003100,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003120,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003220,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003230,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003240,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003280,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003300,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003350,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003460,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003470,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003480,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003490,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003520,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003530,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003550,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003570,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003580,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003610,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003620,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003650,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003670,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003850,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003920,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
003960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004000,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004020,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004080,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004100,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004150,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004250,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004270,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004370,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004410,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004430,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004440,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004450,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004490,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004560,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004590,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004650,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004700,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004710,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004840,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004870,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004890,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004910,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004920,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004970,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004980,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
004990,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005010,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005030,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005110,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005180,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005250,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005290,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005300,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005320,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005430,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005440,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005490,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005500,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005610,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005670,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005710,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005740,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005750,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005820,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005850,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005860,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005870,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005880,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005930,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005940,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005950,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
005990,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006040,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006050,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006110,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006120,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006220,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006260,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006280,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006340,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006370,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006400,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006490,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006570,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006620,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006650,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006660,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006730,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006740,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006800,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006840,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006880,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006890,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006910,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006920,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
006980,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007110,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007120,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007210,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007280,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007330,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007340,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007370,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007390,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007460,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007530,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007570,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007590,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007610,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007660,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007700,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007720,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007820,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007860,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
007980,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008040,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008250,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008260,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008290,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008350,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008370,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008470,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008490,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008600,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008700,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008730,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008870,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008930,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
008970,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009150,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009180,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009190,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009240,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009270,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009290,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009300,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009320,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009410,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009440,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009450,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009460,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009470,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009520,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009580,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009620,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009680,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009730,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009900,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
009970,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010040,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010100,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010120,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010130,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010140,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010240,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010280,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010400,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010470,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010580,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010640,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010660,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010770,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010820,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010950,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
010960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011000,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011040,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011080,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011150,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011210,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011230,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011280,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011300,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011320,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011330,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011370,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011390,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011420,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011500,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011560,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011690,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011700,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011760,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011790,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011810,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
011930,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
012030,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
012160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
