trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_source_isu_cd,control_lifecycle_event_type,control_unresolved_reason,control_lifecycle_evidence_id,control_terminal_reason,control_lifecycle_state,control_certification_class,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_lifecycle_state,candidate_certification_class,pair_certification_class,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source,candidate_source_isu_cd,candidate_lifecycle_event_type,candidate_unresolved_reason,candidate_lifecycle_evidence_id,trade_status,terminal_reason
000060_02,000060|KR7000060004|KOSPI|2010-01-04|2023-02-20|000060_02,000060,KR7000060004|KOSPI|2010-01-04|2023-02-20,2018-11-26,2018-11-23,22000.00000000,2019-08-16,nan,-16.59000000,179,False,2019-08-16,nan,-16.59000000,179,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000060004,,,,,,,,,,,,,,,,,,,KR7000060004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000060_03,000060|KR7000060004|KOSPI|2010-01-04|2023-02-20|000060_03,000060,KR7000060004|KOSPI|2010-01-04|2023-02-20,2021-04-05,2021-04-02,19000.00000000,2021-12-01,nan,63.95000000,165,False,2021-12-01,nan,63.95000000,165,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000060004,,,,,,,,,,,,,,,,,,,KR7000060004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000070_01,000070|KR7000070003|KOSPI|2010-01-04|2026-09-01|000070_01,000070,KR7000070003|KOSPI|2010-01-04|2026-09-01,2014-07-14,2014-07-11,52917.00000000,2015-08-03,nan,142.12000000,261,False,2015-08-03,nan,142.12000000,261,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000070003,,,,,,,,,,,,,,,,,,,KR7000070003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000070_02,000070|KR7000070003|KOSPI|2010-01-04|2026-09-01|000070_02,000070,KR7000070003|KOSPI|2010-01-04|2026-09-01,2021-01-25,2021-01-22,61191.00000000,2021-08-02,nan,20.50000000,131,False,2021-08-02,nan,20.50000000,131,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000070003,,,,,,,,,,,,,,,,,,,KR7000070003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000070_03,000070|KR7000070003|KOSPI|2010-01-04|2026-09-01|000070_03,000070,KR7000070003|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,57321.00000000,2026-07-01,nan,-3.53000000,239,False,2026-07-01,nan,-3.53000000,239,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000070003,,,,,,,,,,,,,,,,,,,KR7000070003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000080_01,000080|KR7000080002|KOSPI|2010-01-04|2026-09-01|000080_01,000080,KR7000080002|KOSPI|2010-01-04|2026-09-01,2016-01-18,2016-01-15,27600.00000000,2016-06-27,nan,-16.67000000,108,False,2016-06-27,nan,-16.67000000,108,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000080002,,,,,,,,,,,,,,,,,,,KR7000080002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000080_02,000080|KR7000080002|KOSPI|2010-01-04|2026-09-01|000080_02,000080,KR7000080002|KOSPI|2010-01-04|2026-09-01,2017-06-05,2017-06-02,24250.00000000,2018-04-16,nan,-15.46000000,212,False,2018-04-16,nan,-15.46000000,212,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000080002,,,,,,,,,,,,,,,,,,,KR7000080002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000080_03,000080|KR7000080002|KOSPI|2010-01-04|2026-09-01|000080_03,000080,KR7000080002|KOSPI|2010-01-04|2026-09-01,2019-04-29,2019-04-26,20250.00000000,2020-03-02,nan,31.11000000,208,False,2020-03-02,nan,31.11000000,208,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000080002,,,,,,,,,,,,,,,,,,,KR7000080002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000080_04,000080|KR7000080002|KOSPI|2010-01-04|2026-09-01|000080_04,000080,KR7000080002|KOSPI|2010-01-04|2026-09-01,2021-07-05,2021-07-02,36650.00000000,2021-08-20,nan,-15.96000000,34,False,2021-08-20,nan,-15.96000000,34,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000080002,,,,,,,,,,,,,,,,,,,KR7000080002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000100_01,000100|KR7000100008|KOSPI|2010-01-04|2026-09-01|000100_01,000100,KR7000100008|KOSPI|2010-01-04|2026-09-01,2014-10-20,2014-10-17,26856.00000000,2024-11-01,nan,415.71000000,2345,False,2024-11-01,nan,415.71000000,2345,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000100008,,,,,,,,,,,,,,,,,,,KR7000100008,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_01,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_01,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2014-04-07,2014-04-04,114000.00000000,2015-05-04,nan,78.51000000,263,False,2015-05-04,nan,78.51000000,263,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_02,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_02,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2017-06-05,2017-06-02,199500.00000000,2017-08-14,nan,-15.54000000,50,False,2017-08-14,nan,-15.54000000,50,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_03,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_03,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2018-05-14,2018-05-11,175000.00000000,2018-05-31,nan,-14.29000000,13,False,2018-05-31,nan,-14.29000000,13,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_04,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_04,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2018-06-25,2018-06-22,164500.00000000,2019-06-27,nan,-18.84000000,248,False,2019-06-27,nan,-18.84000000,248,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_05,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_05,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2020-06-01,2020-05-29,159000.00000000,2021-11-24,nan,-15.09000000,369,False,2021-11-24,nan,-15.09000000,369,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_06,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_06,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2024-01-08,2024-01-05,125600.00000000,2024-05-29,nan,-17.04000000,96,False,2024-05-29,nan,-17.04000000,96,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000120_07,000120|KR7000120006|KOSPI|2010-01-04|2026-09-01|000120_07,000120,KR7000120006|KOSPI|2010-01-04|2026-09-01,2026-02-02,2026-01-30,104800.00000000,2026-05-20,nan,-14.50000000,72,False,2026-05-20,nan,-14.50000000,72,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000120006,,,,,,,,,,,,,,,,,,,KR7000120006,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000140_01,000140|KR7000140004|KOSPI|2010-01-04|2026-09-01|000140_01,000140,KR7000140004|KOSPI|2010-01-04|2026-09-01,2014-03-10,2014-03-07,14100.00000000,2014-06-05,nan,-17.02000000,60,False,2014-06-05,nan,-17.02000000,60,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000140004,,,,,,,,,,,,,,,,,,,KR7000140004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000140_02,000140|KR7000140004|KOSPI|2010-01-04|2026-09-01|000140_02,000140,KR7000140004|KOSPI|2010-01-04|2026-09-01,2015-04-20,2015-04-17,14150.00000000,2016-10-24,nan,-15.90000000,373,False,2016-10-24,nan,-15.90000000,373,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000140004,,,,,,,,,,,,,,,,,,,KR7000140004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000140_03,000140|KR7000140004|KOSPI|2010-01-04|2026-09-01|000140_03,000140,KR7000140004|KOSPI|2010-01-04|2026-09-01,2020-01-06,2020-01-03,13300.00000000,2020-03-02,nan,-14.29000000,39,False,2020-03-02,nan,-14.29000000,39,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000140004,,,,,,,,,,,,,,,,,,,KR7000140004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_01,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_01,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2016-08-16,2016-08-12,90589.00000000,2016-10-11,nan,-14.61000000,35,False,2016-10-11,nan,-14.61000000,35,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_02,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_02,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2017-06-05,2017-06-02,90195.00000000,2018-03-06,nan,-14.59000000,173,False,2018-03-06,nan,-14.59000000,173,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_03,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_03,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2018-09-17,2018-09-14,110283.00000000,2018-11-02,nan,-15.36000000,30,False,2018-11-02,nan,-15.36000000,30,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_04,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_04,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2021-07-05,2021-07-02,98200.00000000,2021-10-01,nan,0.31000000,61,False,2021-10-01,nan,0.31000000,61,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_05,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_05,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2022-11-28,2022-11-25,97300.00000000,2022-12-28,nan,-16.14000000,23,False,2022-12-28,nan,-16.14000000,23,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000150_06,000150|KR7000150003|KOSPI|2010-01-04|2026-09-01|000150_06,000150,KR7000150003|KOSPI|2010-01-04|2026-09-01,2023-03-13,2023-03-10,107200.00000000,2023-05-04,nan,-14.83000000,38,False,2023-05-04,nan,-14.83000000,38,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000150003,,,,,,,,,,,,,,,,,,,KR7000150003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000180_01,000180|KR7000180000|KOSPI|2010-01-04|2026-09-01|000180_01,000180,KR7000180000|KOSPI|2010-01-04|2026-09-01,2014-03-03,2014-02-28,10200.00000000,2015-10-01,nan,30.88000000,391,False,2015-10-01,nan,30.88000000,391,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000180000,,,,,,,,,,,,,,,,,,,KR7000180000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000180_02,000180|KR7000180000|KOSPI|2010-01-04|2026-09-01|000180_02,000180,KR7000180000|KOSPI|2010-01-04|2026-09-01,2020-12-21,2020-12-18,11650.00000000,2021-07-01,nan,19.10000000,131,False,2021-07-01,nan,19.10000000,131,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000180000,,,,,,,,,,,,,,,,,,,KR7000180000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000180_03,000180|KR7000180000|KOSPI|2010-01-04|2026-09-01|000180_03,000180,KR7000180000|KOSPI|2010-01-04|2026-09-01,2025-09-08,2025-09-05,8795.00000000,2025-11-07,nan,-18.14000000,40,False,2025-11-07,nan,-18.14000000,40,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000180000,,,,,,,,,,,,,,,,,,,KR7000180000,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_01,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_01,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2015-05-11,2015-05-08,74367.00000000,2015-08-05,nan,-15.55000000,61,False,2015-08-05,nan,-15.55000000,61,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_02,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_02,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2016-02-23,2016-02-19,74548.00000000,2020-03-10,nan,-15.52000000,973,False,2020-03-10,nan,-15.52000000,973,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_03,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_03,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2020-06-08,2020-06-05,86295.00000000,2020-06-16,nan,-14.03000000,7,False,2020-06-16,nan,-14.03000000,7,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_04,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_04,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2025-07-07,2025-07-04,50100.00000000,2025-08-12,nan,-19.96000000,27,False,2025-08-12,nan,-19.96000000,27,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_05,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_05,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2026-03-03,2026-02-27,50000.00000000,2026-03-05,nan,-13.00000000,3,False,2026-03-05,nan,-13.00000000,3,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000210_06,000210|KR7000210005|KOSPI|2010-01-04|2026-09-01|000210_06,000210,KR7000210005|KOSPI|2010-01-04|2026-09-01,2026-03-30,2026-03-27,58500.00000000,2026-06-09,nan,-21.20000000,48,False,2026-06-09,nan,-21.20000000,48,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000210005,,,,,,,,,,,,,,,,,,,KR7000210005,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000220_01,000220|KR7000220004|KOSPI|2010-01-04|2026-09-01|000220_01,000220,KR7000220004|KOSPI|2010-01-04|2026-09-01,2014-08-25,2014-08-22,5398.00000000,2014-10-14,nan,-21.45000000,31,False,2014-10-14,nan,-21.45000000,31,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000220004,,,,,,,,,,,,,,,,,,,KR7000220004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000220_02,000220|KR7000220004|KOSPI|2010-01-04|2026-09-01|000220_02,000220,KR7000220004|KOSPI|2010-01-04|2026-09-01,2015-04-06,2015-04-03,5424.00000000,2015-08-03,nan,58.85000000,82,False,2015-08-03,nan,58.85000000,82,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000220004,,,,,,,,,,,,,,,,,,,KR7000220004,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000230_01,000230|KR7000230003|KOSPI|2010-01-04|2026-09-01|000230_01,000230,KR7000230003|KOSPI|2010-01-04|2026-09-01,2021-02-08,2021-02-05,16750.00000000,2021-03-09,nan,-17.61000000,19,False,2021-03-09,nan,-17.61000000,19,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000230003,,,,,,,,,,,,,,,,,,,KR7000230003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000230_02,000230|KR7000230003|KOSPI|2010-01-04|2026-09-01|000230_02,000230,KR7000230003|KOSPI|2010-01-04|2026-09-01,2025-11-10,2025-11-07,13290.00000000,2026-03-03,nan,-13.17000000,75,False,2026-03-03,nan,-13.17000000,75,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000230003,,,,,,,,,,,,,,,,,,,KR7000230003,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000240_01,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_01,000240,KR7000240002|KOSPI|2010-01-04|2026-09-01,2015-01-19,2015-01-16,25300.00000000,2015-03-23,nan,-16.80000000,43,False,2015-03-23,nan,-16.80000000,43,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000240002,,,,,,,,,,,,,,,,,,,KR7000240002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000240_02,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_02,000240,KR7000240002|KOSPI|2010-01-04|2026-09-01,2016-03-14,2016-03-11,21850.00000000,2017-12-05,nan,-16.93000000,427,False,2017-12-05,nan,-16.93000000,427,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000240002,,,,,,,,,,,,,,,,,,,KR7000240002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000240_03,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_03,000240,KR7000240002|KOSPI|2010-01-04|2026-09-01,2021-02-22,2021-02-19,21750.00000000,2021-02-25,nan,-12.18000000,4,False,2021-02-25,nan,-12.18000000,4,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000240002,,,,,,,,,,,,,,,,,,,KR7000240002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
000240_04,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_04,000240,KR7000240002|KOSPI|2010-01-04|2026-09-01,2023-12-04,2023-12-01,15710.00000000,2025-12-01,nan,90.01000000,484,False,2025-12-01,nan,90.01000000,484,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,KR7000240002,,,,,,,,,,,,,,,,,,,KR7000240002,,,,CONTROL=REALIZED;CANDIDATE=REALIZED,CONTROL=nan;CANDIDATE=nan
