ticker,identity,market,signal_date,threshold_krw,source,market_cap,partition_status,partition_path,partition_file_sha256,partition_content_sha256,status,reason,strategy_signal_qualified
000180,KR7000180000,KOSPI,2021-04-30,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,201582124000,COMPLETE,market=KOSPI/year=2021/2021-04-30.parquet,750a56be0c0280c4a7d0abfccbee3acc52bee0e7b2b99241d85df619d1eea304,de1ee0b988515f5ee8897cf8feda2008ae5f90f553ccc39a85eb8bc03c8af0ab,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000180,KR7000180000,KOSPI,2021-05-07,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,217624992000,COMPLETE,market=KOSPI/year=2021/2021-05-07.parquet,3d813bd2f830a6dac412e2eed2a3ab0db72f3a8f78baa523042d5a0f0acdf02c,8467cc024074f153a5072ca8a0c02578927c224d9c635b250f451e34773d845a,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000050,KR7000050005,KOSPI,2022-04-29,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,435902793000,COMPLETE,market=KOSPI/year=2022/2022-04-29.parquet,d554eb8bfa984bd9e835d1e4443ef53db9e424ac2b7fb9a612fbce7a3d868ca0,2ac4521782c3ca1fc52fb3ef50a16e982c63b700f0534097c761f904aaa6c273,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000100,KR7000100008,KOSPI,2023-06-02,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,4682621942700,COMPLETE,market=KOSPI/year=2023/2023-06-02.parquet,8dbc00f0885919f5666eadc4b2becc9f064f3bb7b999c68b2469ad020d89a791,10164531a4377ca09ca8b931adc3e42374832989e6c662afe52a2637a98b6bd9,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000150,KR7000150003,KOSPI,2022-11-25,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1616031063000,COMPLETE,market=KOSPI/year=2022/2022-11-25.parquet,a95f9c381575ae82415738b2dbf63ac84cebbf4b6c6db6e8da393c9f56ba7261,5c94271927f4b0d671798859a16c9aab80d07303c5ccf4b7285d59219d33e564,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000120,KR7000120006,KOSPI,2024-01-05,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,2853824234400,COMPLETE,market=KOSPI/year=2024/2024-01-05.parquet,3f818325086ada254dbc08bded4c99e9779b0824a436887d21e3508cb9ecb5ab,96846c8b7e82b403e2ac61bc2d1aa199888d5a0ead843a672334dbabeba97fe2,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000150,KR7000150003,KOSPI,2023-03-10,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1779617029500,COMPLETE,market=KOSPI/year=2023/2023-03-10.parquet,b199f3fd281d403da1a102ff8def298a1ff95aea461c3b4fdc3fb655012beacd,04f29fa308dc6b1b7f6bdff3394df362e25e96caa9c1bfc8821c7fb52b61035f,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000070,KR7000070003,KOSPI,2025-06-13,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,748188508200,COMPLETE,market=KOSPI/year=2025/2025-06-13.parquet,2d39c2482b7f6e2db159362511c2aa67a7893a35fb635989be11d0be6139adb5,291f2a98a15ea573e3f099bb07c9739c36e9011c67a57c72bd0ca351927a5250,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000070,KR7000070003,KOSPI,2025-06-20,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,759539991200,COMPLETE,market=KOSPI/year=2025/2025-06-20.parquet,56f0e3a76fa0de552d3240d3d62f6a1355adf5049fd3399bec673f9414038809,691a12bd56e8e228a89d7242a4c07ca611fbea161100d4099ac9b3fecae48ed6,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000070,KR7000070003,KOSPI,2025-06-27,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,744732445500,COMPLETE,market=KOSPI/year=2025/2025-06-27.parquet,9787586a1afc4d0eac30e1c840bf8d8dd4f9d09475cd0ec89e8eadd3c005812b,ae4d6bc33113ef0cb83a10bf15d27983b47b967e8dec3f60b1d8088e6c886dc8,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000070,KR7000070003,KOSPI,2025-09-19,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,794420432500,COMPLETE,market=KOSPI/year=2025/2025-09-19.parquet,85e67d9786d48e924683181afae58f9938bd901a54847db20f8378fec9ae5831,e67d4f209a5433118f9db1092a7077745b29de10cfc4e339afa3fd91cf5c8486,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000120,KR7000120006,KOSPI,2026-01-30,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,2367921307200,COMPLETE,market=KOSPI/year=2026/2026-01-30.parquet,4f31998982e634a32c0ef2b1e1c4a2d2c04e8f6789e49fcc183436c032162712,36742ad4d0238796041356c337f536a38e7d537798da2e6402fdcd8757b2513b,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000070,KR7000070003,KOSPI,2025-10-24,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,900056879200,COMPLETE,market=KOSPI/year=2025/2025-10-24.parquet,da81a8016213b9ae574b24c48dc813a8a4325f954c51977eda716001b2bbffe3,2dcbad4322184fda30e76267850caf173575fe81ff0b4553e31d0ff543a2105a,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000180,KR7000180000,KOSPI,2025-09-05,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,120949274400,COMPLETE,market=KOSPI/year=2025/2025-09-05.parquet,c59da8b43440afb169ef3903d4269ebd99958f1e4ef6962532f5a4018f4e365a,cc9b5287af422929d0f9b5afce5dd7d01edda20b07fdac78033bef505819acbf,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000230,KR7000230003,KOSPI,2021-02-05,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,193301700000,COMPLETE,market=KOSPI/year=2021/2021-02-05.parquet,b88a44d9d26e56ee60606c5643f3219650b8a9101c85828e0f7b10f530b3637a,1acc4ed950f782a7c93a607168823b5f0aae379722f847e1a38925ef6d592ca0,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000230,KR7000230003,KOSPI,2021-02-19,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,187531500000,COMPLETE,market=KOSPI/year=2021/2021-02-19.parquet,7da0763e0402292f652b98aa221c673318b87e105c3ad2720982f6659c0c6e2e,f333dcd640341793e2f4c456daa6787a4bd5af7117f19cd3f3e3820cc08ff1f2,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000240,KR7000240002,KOSPI,2021-02-19,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1999933719500,COMPLETE,market=KOSPI/year=2021/2021-02-19.parquet,7da0763e0402292f652b98aa221c673318b87e105c3ad2720982f6659c0c6e2e,f333dcd640341793e2f4c456daa6787a4bd5af7117f19cd3f3e3820cc08ff1f2,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000320,KR7000320002,KOSPI,2021-02-19,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,154841909150,COMPLETE,market=KOSPI/year=2021/2021-02-19.parquet,7da0763e0402292f652b98aa221c673318b87e105c3ad2720982f6659c0c6e2e,f333dcd640341793e2f4c456daa6787a4bd5af7117f19cd3f3e3820cc08ff1f2,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2021-02-26,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,154177351600,COMPLETE,market=KOSPI/year=2021/2021-02-26.parquet,77f278ecc2de2aff16333648577fb69ddd7378d1eee6e6c74fffd573c8ffedd5,f00675622886ebccc31afc22b919b791edb829cbb4f82195d92ec0b59de84ccf,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2021-03-05,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,156835581800,COMPLETE,market=KOSPI/year=2021/2021-03-05.parquet,0c82c507b7acc2b8a31fa40f32f1001c7df849c34e637f0bb172b5681bc7eb44,744a2795bb7bb6e076acb269c0d196f4f0d2a4f78a9e6eb789c98c0af6557a26,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2021-03-12,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,153512794050,COMPLETE,market=KOSPI/year=2021/2021-03-12.parquet,56f4cec06784e512197df6e96cad318db0fd04f9c89f84068fbc712f5f3d1833,1d79c6d125513e85f1a2aa9150727296cc09093ffb53cfd78bb89939cd6106ba,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2021-05-07,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,223291336800,COMPLETE,market=KOSPI/year=2021/2021-05-07.parquet,3d813bd2f830a6dac412e2eed2a3ab0db72f3a8f78baa523042d5a0f0acdf02c,8467cc024074f153a5072ca8a0c02578927c224d9c635b250f451e34773d845a,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000270,KR7000270009,KOSPI,2023-03-31,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,32834431107000,COMPLETE,market=KOSPI/year=2023/2023-03-31.parquet,0124b223e90b1581ad640073e1b7c243c7e61b1432715d4414d98ce663a4c73d,cacb0b7428813810d3f21559737eca01d4b98f1feddc87b0b4abccca664183f0,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000320,KR7000320002,KOSPI,2023-09-01,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,153778617070,COMPLETE,market=KOSPI/year=2023/2023-09-01.parquet,8036a65b1069ff7143688343dee3c0ffa68d6d1f94e8eb28a3f262f5086b1bf0,bb651316028050a1ee9f3af460de30c80db3243d37abc8cdd034027b70755792,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2023-09-15,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,164677360890,COMPLETE,market=KOSPI/year=2023/2023-09-15.parquet,3306c41ebc41dcbb16c432cd24f8c93b939fa7df2e373a819c9fa8588ccfbf00,d88a25a51a3775f04e6bdb4095f9a69d20cfa82a32f715df961932f8fa47934b,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2023-09-22,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,164677360890,COMPLETE,market=KOSPI/year=2023/2023-09-22.parquet,a51920f57c54cfad281c218d40128bbdc1a793f5cb221045bff45fd54920b948,d0055a9b1ff75ebb126df8e0cd1b22d69573497980134f6ec07886062dd849c4,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000270,KR7000270009,KOSPI,2025-10-24,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,45246387123000,COMPLETE,market=KOSPI/year=2025/2025-10-24.parquet,da81a8016213b9ae574b24c48dc813a8a4325f954c51977eda716001b2bbffe3,2dcbad4322184fda30e76267850caf173575fe81ff0b4553e31d0ff543a2105a,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000240,KR7000240002,KOSPI,2023-12-01,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1463901400800,COMPLETE,market=KOSPI/year=2023/2023-12-01.parquet,be7fbece961f25fb0e6e7cb8c88e28785d33eef2b6d4c843f7529144bbde9ccf,3456159f07d64b928fa043aaed06c7b05c7114a9d126a634ac9ee28f31b89e9c,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000210,KR7000210005,KOSPI,2025-07-04,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1045698611600,COMPLETE,market=KOSPI/year=2025/2025-07-04.parquet,e127011e75ae9304f5f549c21549c129501a7b515d67798195770fb679e37adc,d9d3f30af94397b597cb10995260d09a2204ad639f963880e2a5860ede9f92f9,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000230,KR7000230003,KOSPI,2025-11-07,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,154987572000,COMPLETE,market=KOSPI/year=2025/2025-11-07.parquet,ccc2542257a43a4e646d435f81bf675dab2a5af5d1fe8a5d1a08ef36fb577f96,beefc61f20df13774bc4786ad08f5cf604582213c0d08d5ce3d710e90acfc29c,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-10-11,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,184481175880,COMPLETE,market=KOSPI/year=2024/2024-10-11.parquet,2702a0bf58c095031151c649629e25b0c2689b51342c57c36e7d4507d685478c,094f66a228f56ca73a489842cc4bcc4241454f300944ff248021e30daa5b3e74,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000370,KR7000370007,KOSPI,2025-06-13,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,643231421650,COMPLETE,market=KOSPI/year=2025/2025-06-13.parquet,2d39c2482b7f6e2db159362511c2aa67a7893a35fb635989be11d0be6139adb5,291f2a98a15ea573e3f099bb07c9739c36e9011c67a57c72bd0ca351927a5250,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000210,KR7000210005,KOSPI,2026-02-27,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1083419202800,COMPLETE,market=KOSPI/year=2026/2026-02-27.parquet,dfa80f6b562debf07921b7eecb7ab7264e9d459f21059214ee1716dbb7565f26,e641c9690eb0049ed53ecdc856d76ac19208e8f39570d1fdf169388773224d71,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000370,KR7000370007,KOSPI,2025-06-20,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,657240091450,COMPLETE,market=KOSPI/year=2025/2025-06-20.parquet,56f0e3a76fa0de552d3240d3d62f6a1355adf5049fd3399bec673f9414038809,691a12bd56e8e228a89d7242a4c07ca611fbea161100d4099ac9b3fecae48ed6,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-10-18,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,179829273030,COMPLETE,market=KOSPI/year=2024/2024-10-18.parquet,c6dbe1fbed110701afe7dea159be0ef3aa398d0247116c4b25620cf3c7fc65c9,994b216ce1bdb7ba05aedda2376a42a6ce88d772a3f5c198f61daa6faace05cd,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000370,KR7000370007,KOSPI,2025-06-27,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,665411815500,COMPLETE,market=KOSPI/year=2025/2025-06-27.parquet,9787586a1afc4d0eac30e1c840bf8d8dd4f9d09475cd0ec89e8eadd3c005812b,ae4d6bc33113ef0cb83a10bf15d27983b47b967e8dec3f60b1d8088e6c886dc8,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-10-25,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,178633069440,COMPLETE,market=KOSPI/year=2024/2024-10-25.parquet,3b72473d9f0c287962d918446800c62f54f27e93ddb735b9040adbbd70c1540a,58492d90ccc380e776c0e2722f89a9c0b5bff25604824573f8238f066f956e71,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000370,KR7000370007,KOSPI,2025-07-04,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,639729254200,COMPLETE,market=KOSPI/year=2025/2025-07-04.parquet,e127011e75ae9304f5f549c21549c129501a7b515d67798195770fb679e37adc,d9d3f30af94397b597cb10995260d09a2204ad639f963880e2a5860ede9f92f9,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000210,KR7000210005,KOSPI,2026-03-27,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,1311838338400,COMPLETE,market=KOSPI/year=2026/2026-03-27.parquet,6f1fd780419f1664a1f9b209434ba8089cd2a2cfe99a2c067484aaf08f24730c,dd22a1ab9ea43130ab3ce828eca2e9df826b2cba6ba249730e8372d1cddd617c,PASS,EXACT_RAW_MKTCAP_AT_OR_ABOVE_1T,True
000320,KR7000320002,KOSPI,2024-11-01,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,171455847900,COMPLETE,market=KOSPI/year=2024/2024-11-01.parquet,81f80c6dd9f7458e2b1ab56289ab9370fcb17ce3649795280ebb947a19dfabee,074e478d5cfbf13819ec3d0f7e39b97239c9681c27b5e7ec435d717c74031fa5,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-11-08,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,175841927730,COMPLETE,market=KOSPI/year=2024/2024-11-08.parquet,f1af39359b4055a44f940313c3a48c1231f8a008d65da371ae90c176aa61133d,ee796e3be948b527eaf86f719f1c574274f49a4f08906756d164af8c46278872,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-11-22,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,173449520550,COMPLETE,market=KOSPI/year=2024/2024-11-22.parquet,c013e14c8796b3ea7802b9208d6fc1ac9324c78ae51079e2521a32550d0e48d1,2a50a48c1be31153b0591e250cff3ef85fdab7f8e26a6d9a9ec6938a9087024a,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-11-29,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,173981166590,COMPLETE,market=KOSPI/year=2024/2024-11-29.parquet,ccd6ba2cf5a0aee4c3c39e230ee207a083a2cb8b445059a6d1300a70dc0f93e4,783159b8abeb5868158e7c03114a331dfa61aa5038327c7e2e5e0bfe4cee9a2a,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-12-06,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,176373573770,COMPLETE,market=KOSPI/year=2024/2024-12-06.parquet,b165c9407c2505f0363289990e66f3f62112517b5d4590d59ab2eb20d046ac14,60b365d657b63284742a3a52212fb023e5cf29349a4deeb89b3bbbd08157a357,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-12-13,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,176506485280,COMPLETE,market=KOSPI/year=2024/2024-12-13.parquet,7b79f507f453f6e9a513757948d8ba52a89f7666e088c8eb37a55bad45743952,5e1246a4c815369d3a3ff9a62a80b046217daac3810fba718e687fc95a001a73,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-12-20,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,171322936390,COMPLETE,market=KOSPI/year=2024/2024-12-20.parquet,172a8be2b83b55dc21c9f12265b8397893bf2091ce1fce9ac6f82f24a235b42e,651fbe82c5f996d49c66605f45529d18bcc2f02b2dc169dddec411ef498eb091,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2024-12-27,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,171987493940,COMPLETE,market=KOSPI/year=2024/2024-12-27.parquet,5a4fea777be32491003a1897c57020f1942faa85e70e2c41c6ce26ebe57d361c,d2a4a10c2822153afff9c000e719632526db9878359834d92e54b298a5e2f85e,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000320,KR7000320002,KOSPI,2025-04-25,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,197373592350,COMPLETE,market=KOSPI/year=2025/2025-04-25.parquet,f81aa60b796784330eb6bb7f62d7bbcf256329e5f54c19a09c97246832b24a46,057d368de0c4422a224de5daafa8c9517471a3d2887e1889cccc40c81d22d8b1,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000400,KR7000400002,KOSPI,2022-04-08,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,634637774400,COMPLETE,market=KOSPI/year=2022/2022-04-08.parquet,9c53546b5c95ad1264cbaf99a846d9486421c2a4a7bef6c9583b35873423c665,8ee9b4a6a294e84c017e7061d6fda377fcc0353ab3044433412c0b7b54648bdf,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
000400,KR7000400002,KOSPI,2022-04-15,1000000000000,KRX Open API Stock Daily MKTCAP via data/market/raw/krx_stocks/v01,710670172800,COMPLETE,market=KOSPI/year=2022/2022-04-15.parquet,9a90ba12d2909387b782886fbefb0cb8892b3b3f0216781b609b5a5917c192b8,85f01fb7167ebb32f374e4015729119e5dedc17b2c4c0a802ca37a82bb730c0f,REJECT_BELOW_THRESHOLD,EXACT_RAW_MKTCAP_BELOW_1T,True
